FIPS,MSA,TOT_POP,POP_16,POP_65,WHITE_,BLACK_,ASIAN_,HISP_,MULTI_RA,MALES,FEMALES,MALE1664,FEM1664,EMPL16,EMP_AWAY,EMP_HOME,EMP_29,EMP_30,EMP16_2,EMP_MALE,EMP_FEM,OCC_MAN,OCC_OFF1,OCC_INFO,HH_INC,POV_POP,POV_TOT,HSG_VAL,FIPSNO,POLYID
06067004402,Sacramento,4433,1560,333,822,772,870,1837,79,2153,2280,1216,1324,1023,1000,23,658,342,1082,599,483,115,85,19,23167,4417,1785,76700,6067004402,319
06067004401,Sacramento,4421,1271,576,1097,826,718,1605,115,2137,2284,1268,1306,1275,1248,27,916,332,1311,723,588,96,174,11,31699,4363,1264,84700,6067004401,320
06067003300,Sacramento,4128,608,1115,2557,113,907,377,133,1937,2191,1149,1256,1903,1822,81,1516,306,1934,954,980,96,706,126,52527,4109,272,164000,6067003300,321
06067009200,Sacramento,1442,268,168,835,8,165,311,123,799,643,571,435,718,675,43,502,173,718,413,305,43,112,10,50865,1432,74,206400,6067009200,322
06067003101,Sacramento,3670,1019,436,1519,243,150,1518,157,1813,1857,1116,1099,1522,1456,66,941,515,1520,825,695,111,145,34,40673,3658,510,80800,6067003101,323
06067003102,Sacramento,3295,925,386,1463,216,326,1173,98,1596,1699,955,1029,1142,1093,49,803,290,1175,539,636,96,145,12,30163,3289,651,82800,6067003102,324
06067003502,Sacramento,3125,590,625,1440,68,655,753,124,1461,1664,967,943,1406,1395,11,1064,331,1435,750,685,54,234,71,37766,3125,341,111400,6067003502,325
06067005103,Sacramento,700,189,198,335,55,96,156,58,347,353,180,133,238,238,0,132,106,246,149,97,14,45,7,32955,700,184,38800,6067005103,326
06067003201,Sacramento,8383,2701,665,1218,946,3444,2178,490,4065,4318,2342,2675,2299,2258,41,1488,770,2362,1290,1072,195,176,21,27717,8336,2267,88200,6067003201,327
06067003202,Sacramento,4778,1234,778,1635,206,1229,1290,348,2393,2385,1366,1400,1550,1525,25,1123,402,1588,880,708,104,189,26,28862,4670,1057,79000,6067003202,328
06067004601,Sacramento,7869,2491,681,2242,813,1281,3095,318,3953,3916,2355,2342,2625,2551,74,1678,873,2669,1518,1151,140,322,48,31622,7805,2014,84600,6067004601,329
06067004602,Sacramento,5364,1843,498,1395,651,759,2237,211,2616,2748,1444,1579,1389,1320,69,860,460,1448,851,597,144,192,58,27652,5359,1710,81900,6067004602,330
06067004500,Sacramento,8183,2712,840,1627,1133,1989,3013,280,4030,4153,2330,2301,2112,2031,81,1233,798,2168,1246,922,246,236,26,21148,8111,3490,81000,6067004500,331
06067004006,Sacramento,5184,1013,758,2003,952,1104,652,378,2509,2675,1593,1820,2507,2436,71,1819,617,2571,1194,1377,109,788,165,43155,5174,370,175500,6067004006,332
06067004001,Sacramento,6282,1106,1366,2568,786,1826,812,279,2999,3283,1807,2003,2792,2699,93,2007,692,2823,1440,1383,118,756,99,47917,6256,673,165100,6067004001,333
06067003400,Sacramento,4093,695,1170,1829,603,691,725,198,1887,2206,1038,1190,1585,1486,99,1156,330,1625,796,829,46,572,104,42848,4083,592,171800,6067003400,334
06067004100,Sacramento,5199,1526,664,915,729,1607,1522,221,2508,2691,1418,1591,1599,1599,0,1080,519,1650,819,831,154,209,34,24981,5071,1687,98100,6067004100,335
06067003800,Sacramento,5307,1464,844,1225,1883,593,1338,259,2498,2809,1399,1600,1879,1805,74,1129,676,1914,982,932,169,367,77,35724,5250,1106,97000,6067003800,336
06067004005,Sacramento,4333,613,994,2263,499,1010,391,81,1942,2391,1205,1521,2148,2069,79,1605,464,2138,1077,1061,42,827,114,55972,4178,180,212600,6067004005,337
06067004004,Sacramento,6649,1188,904,3376,572,1963,512,218,3219,3430,2110,2447,3795,3741,54,2663,1078,3860,1877,1983,121,1465,283,66988,6590,263,191500,6067004004,338
06067004801,Sacramento,5578,1615,641,1018,1242,2121,917,227,2785,2793,1621,1701,1564,1523,41,1031,492,1602,863,739,167,260,58,31545,5527,1492,81800,6067004801,339
06067004802,Sacramento,4422,1354,450,1580,663,744,1163,176,2115,2307,1246,1372,1626,1602,24,1016,586,1656,899,757,94,184,21,37049,4375,797,96200,6067004802,340
06067004009,Sacramento,5436,1112,390,2187,662,1742,706,134,2658,2778,1862,2072,3068,3000,68,2227,773,3140,1543,1597,69,1185,196,52000,5402,230,173200,6067004009,341
06067004008,Sacramento,3925,925,371,1788,315,1044,497,214,1851,2074,1212,1417,2164,2086,78,1419,667,2214,1095,1119,59,914,164,65133,3916,133,161000,6067004008,342
06067005002,Sacramento,6310,1876,1161,1985,1281,1453,1137,392,2870,3440,1513,1760,1695,1603,92,1094,509,1769,813,956,95,268,23,25498,6152,1712,89200,6067005002,343
06067005102,Sacramento,4514,1107,843,2316,438,718,682,247,2142,2372,1227,1337,1627,1614,13,1004,610,1653,826,827,138,234,33,36414,4429,655,84800,6067005102,344
06067004904,Sacramento,5570,1482,758,2408,1032,597,1237,243,2718,2852,1574,1756,2197,2111,86,1437,674,2286,1214,1072,101,369,52,41804,5527,714,107100,6067004904,345
06067004700,Sacramento,8093,2505,850,2130,1609,1544,2227,369,3856,4237,2218,2520,2630,2567,63,1752,815,2725,1467,1258,198,309,51,32463,8039,1926,94400,6067004700,346
06067005001,Sacramento,7982,2506,803,2193,1737,1689,1738,485,3874,4108,2232,2441,2590,2544,46,1568,976,2710,1400,1310,215,322,46,36716,7882,1756,102800,6067005001,347
06067004903,Sacramento,6896,2482,483,896,2580,1718,1264,343,3309,3587,1820,2111,1949,1889,60,1192,697,1997,899,1098,79,319,21,28687,6840,2116,95000,6067004903,348
06067005101,Sacramento,4239,1251,369,1490,675,821,784,427,2146,2093,1331,1288,1707,1671,36,1101,570,1755,971,784,130,354,28,36828,4228,895,98300,6067005101,349
06067004203,Sacramento,4861,1789,244,585,1109,943,1564,384,2202,2659,1298,1530,1463,1456,7,1018,438,1525,820,705,125,205,31,26835,4812,1636,84100,6067004203,350
06067004202,Sacramento,5842,1897,858,831,1777,1202,1472,484,2648,3194,1406,1681,1480,1447,33,858,589,1525,736,789,151,188,7,27134,5650,1660,88700,6067004202,351
06067004201,Sacramento,5722,1637,741,1250,1718,677,1550,380,2787,2935,1614,1730,1886,1845,41,1209,636,1932,970,962,204,328,29,39280,5690,957,89400,6067004201,352
06067009315,Sacramento,5540,1306,578,4158,120,384,617,180,2742,2798,1774,1882,2701,2550,151,1325,1225,2719,1424,1295,153,874,121,86710,5513,194,304100,6067009315,353
06067004011,Sacramento,2766,493,314,1061,213,1196,220,64,1379,1387,1004,955,1470,1428,42,1098,330,1487,788,699,17,755,119,78611,2766,161,387200,6067004011,354
06067004012,Sacramento,3315,822,289,1569,241,1020,297,188,1572,1743,1026,1178,1756,1696,60,1265,431,1805,924,881,91,804,154,69031,3305,52,285600,6067004012,355
06067004010,Sacramento,4671,945,434,1751,701,1328,610,264,2036,2635,1451,1841,2388,2340,48,1631,709,2444,1097,1347,73,890,154,49922,4550,327,167300,6067004010,356
06067004905,Sacramento,6980,2169,720,1734,1481,803,2609,277,3427,3553,1964,2127,2172,2132,40,1302,830,2262,1149,1113,94,350,81,31168,6906,1751,98000,6067004905,357
06067004906,Sacramento,2310,714,160,453,563,482,585,149,1132,1178,684,752,795,772,23,447,325,801,432,369,41,113,5,39349,2294,321,93200,6067004906,358
06067009316,Sacramento,3219,1017,79,1468,440,562,517,172,1576,1643,1025,1098,1364,1335,29,814,521,1405,681,724,111,300,45,51226,3208,311,112100,6067009316,359
06067009311,Sacramento,3597,1104,193,2188,105,657,325,322,1914,1683,1173,1127,1754,1734,20,897,837,1777,949,828,137,641,105,63621,3568,96,150000,6067009311,360
06067004300,Sacramento,7132,2548,472,997,1782,2095,1650,371,3461,3671,1957,2155,1953,1881,72,1239,642,1837,900,937,196,222,17,27669,7012,2735,82700,6067004300,361
06113010400,Sacramento,1301,334,159,670,0,39,592,0,661,640,423,385,607,584,23,354,230,652,413,239,14,92,14,43833,1292,184,214400,6113010400,362
06067009601,Sacramento,6856,2225,446,1061,1809,2178,1202,407,3314,3542,1999,2186,2277,2196,81,1420,776,2329,1190,1139,164,450,77,46652,6786,1482,107100,6067009601,363
06067009317,Sacramento,5834,1837,320,2874,559,1122,835,409,2782,3052,1735,1942,2648,2598,50,1465,1133,2747,1341,1406,77,669,58,65577,5761,126,156300,6067009317,364
06067009321,Sacramento,5256,1536,229,2008,586,1399,765,439,2504,2752,1662,1829,2542,2459,83,1385,1074,2596,1320,1276,62,919,171,67372,5221,170,139100,6067009321,365
06067009319,Sacramento,4666,1555,209,1438,443,1771,809,205,2222,2444,1412,1490,1782,1748,34,1016,732,1816,953,863,154,403,73,48836,4636,358,115900,6067009319,366
06067009318,Sacramento,2499,660,194,536,433,957,369,173,1287,1212,834,811,1023,990,33,590,400,1038,534,504,74,187,47,50383,2461,341,110400,6067009318,367
06067009606,Sacramento,7331,2161,631,1674,2044,1236,1885,372,3507,3824,2143,2396,2617,2587,30,1445,1142,2722,1390,1332,206,464,76,36351,7086,1472,111600,6067009606,368
06067009607,Sacramento,8412,2837,315,1488,2217,1749,2164,514,4081,4331,2538,2722,2901,2860,41,1516,1344,3106,1571,1535,285,424,66,35216,8400,1718,99500,6067009607,369
06067009605,Sacramento,467,67,79,259,0,35,161,12,286,181,195,126,210,199,11,131,68,216,150,66,0,53,0,35313,467,80,134000,6067009605,370
06067009404,Sacramento,4926,1146,553,3939,167,120,492,163,2460,2466,1555,1672,2301,2043,258,806,1237,2338,1244,1094,110,555,46,69087,4913,102,239800,6067009404,371
06067009320,Sacramento,4051,1291,156,1523,618,955,665,208,2020,2031,1246,1358,1773,1747,26,1023,724,1776,868,908,134,316,36,54728,4028,578,134300,6067009320,372
06067009312,Sacramento,3909,1136,231,2291,230,599,600,158,1820,2089,1154,1388,1976,1912,64,987,925,1985,970,1015,131,529,98,62076,3903,190,144600,6067009312,373
06067009313,Sacramento,892,233,63,529,34,85,166,78,406,486,257,339,440,429,11,219,210,453,192,261,26,131,43,60429,881,10,147200,6067009313,374
06067009610,Sacramento,6233,2042,251,1415,1305,1561,1183,544,3010,3223,1880,2060,2382,2302,80,1239,1063,2455,1208,1247,204,430,48,48224,6150,959,111100,6067009610,375
06067009608,Sacramento,2749,744,179,862,710,544,356,165,1292,1457,849,977,1315,1284,31,742,542,1343,640,703,118,336,79,50893,2729,330,140400,6067009608,376
06067009322,Sacramento,6865,2156,286,3002,779,1667,959,366,3392,3473,2203,2220,3470,3420,50,1857,1563,3525,1899,1626,186,956,182,68318,6725,85,169300,6067009322,377
06067009314,Sacramento,3067,854,158,1706,270,592,334,140,1545,1522,1041,1014,1528,1436,92,891,545,1580,826,754,72,456,151,67281,3034,70,185300,6067009314,378
06067009609,Sacramento,4543,1461,206,1122,1052,1304,728,224,2165,2378,1366,1510,1939,1906,33,875,1031,1996,995,1001,152,403,47,48657,4526,471,137400,6067009609,379
06067009614,Sacramento,5418,1564,197,2309,714,1217,711,446,2673,2745,1711,1946,2681,2641,40,1348,1293,2719,1299,1420,88,870,252,61010,5413,312,155600,6067009614,380
06067009613,Sacramento,1151,391,46,446,152,231,140,97,572,579,312,402,496,483,13,265,218,513,250,263,13,175,20,63583,1151,45,162500,6067009613,381
06067009323,Sacramento,3982,1227,221,2250,223,695,532,225,1954,2028,1290,1244,2001,1961,40,1129,832,2054,1112,942,82,754,110,84434,3974,142,224400,6067009323,382
06067009615,Sacramento,7717,2323,320,3840,820,1574,1153,224,3841,3876,2460,2614,3748,3654,94,1882,1772,3821,2008,1813,127,1352,269,67004,7641,418,156400,6067009615,383
06067009619,Sacramento,4581,1236,300,2206,439,1015,622,241,2089,2492,1427,1618,2305,2230,75,1172,1058,2361,1203,1158,39,893,166,72500,4537,193,181700,6067009619,384
06067009618,Sacramento,4112,1310,215,1717,478,1076,582,259,1950,2162,1241,1346,2024,1929,95,975,954,2060,1024,1036,33,684,109,60682,4098,208,162700,6067009618,385
06067009611,Sacramento,2936,985,97,1547,230,473,551,129,1454,1482,884,970,1385,1359,26,669,690,1408,704,704,48,446,113,60208,2936,118,153200,6067009611,386
06067009307,Sacramento,4822,1364,466,3803,151,114,485,167,2281,2541,1390,1602,2335,2254,81,1350,904,2374,1226,1148,88,803,98,61636,4679,230,188300,6067009307,387
06067009308,Sacramento,5929,1587,567,4327,190,29,902,359,2922,3007,1807,1968,2857,2747,110,1513,1234,2934,1548,1386,104,693,125,56690,5878,265,143700,6067009308,388
06067009612,Sacramento,3951,1146,179,1986,339,647,662,307,1917,2034,1200,1426,2254,2150,104,1075,1075,2305,1136,1169,34,803,111,72363,3931,100,165000,6067009612,389
06067009616,Sacramento,5572,1768,265,3725,369,437,680,291,2696,2876,1680,1859,2708,2608,100,1155,1453,2809,1443,1366,137,1027,137,67345,5532,74,152000,6067009616,390
06067009617,Sacramento,3749,1107,252,2305,248,586,405,197,1920,1829,1132,1258,1812,1704,108,855,849,1835,949,886,52,793,150,79943,3722,198,232200,6067009617,391
06067009403,Sacramento,1892,459,181,1561,0,0,294,0,967,925,615,637,854,777,77,409,368,871,485,386,36,183,33,62383,1883,170,269500,6067009403,392
06067009604,Sacramento,7157,1632,336,3756,882,794,1192,450,4063,3094,3121,2068,2840,2744,96,1376,1368,2930,1576,1354,33,1118,169,72302,6008,392,196900,6067009604,393
06067009309,Sacramento,2556,481,424,2118,49,126,145,81,1242,1314,794,857,1235,1180,55,653,527,1262,673,589,12,353,80,60368,2549,74,154100,6067009309,394
06067009310,Sacramento,7509,2054,484,5291,98,443,1046,546,3715,3794,2434,2537,3707,3615,92,1991,1624,3796,1955,1841,144,678,110,55987,7456,323,149700,6067009310,395
06067009406,Sacramento,1964,470,162,1722,15,68,145,0,1029,935,652,680,1025,867,158,337,530,1068,565,503,66,215,9,68594,1937,60,211000,6067009406,396
06067009501,Sacramento,2669,794,304,1200,5,50,1290,102,1227,1442,739,832,910,861,49,423,438,936,478,458,35,81,19,33214,2669,473,118300,6067009501,397
06067009700,Sacramento,2896,651,453,1318,0,203,1209,100,1570,1326,981,811,1306,1239,67,791,448,1335,806,529,55,159,19,40643,2867,295,179900,6067009700,398
06067009405,Sacramento,7381,2518,378,4721,192,238,1950,166,3663,3718,2204,2281,3189,2987,202,1281,1706,3248,1752,1496,272,614,81,54659,7304,435,142000,6067009405,399
06067009503,Sacramento,3123,654,548,1841,14,73,1068,122,1570,1553,988,933,1168,1143,25,749,394,1205,669,536,82,103,0,30977,3103,529,96300,6067009503,400
06067009502,Sacramento,6843,2008,600,4423,50,129,2007,216,3460,3383,2132,2103,2870,2805,65,1459,1346,2920,1659,1261,204,418,21,49384,6685,556,143200,6067009502,401
06067009504,Sacramento,1859,557,161,1126,32,80,568,30,877,982,563,578,759,745,14,475,270,772,444,328,56,73,12,33981,1849,391,119400,6067009504,402
06067009800,Sacramento,1934,287,372,1304,10,120,383,80,1010,924,689,586,794,748,46,404,344,795,468,327,29,111,5,34970,1932,218,99800,6067009800,403
