sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
233148,https://sofifa.com/player/233148/yoshihiro-nakano/20/159586,Y. Nakano,中野 嘉大,26,1993-02-24,176,66,Japan,Hokkaido Consadole Sapporo,67,68,900000,2000,"LM, RM, CF",Right,1,4,3,High/Medium,Lean,No,1200000,,SUB,23,,2019-01-05,2019,,,86,53,59,69,34,61,,,,,,,,61,51,45,61,56,71,67,46,52,66,89,83,75,59,72,57,60,71,61,48,51,45,62,58,58,60,21,38,28,14,11,8,8,12,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,58+2,58+2,58+2,65+2,54+2,50+2,50+2,50+2,54+2,52+2,44+2,44+2,44+2,52+2
234281,https://sofifa.com/player/234281/mario-kvesic/20/159586,M. Kvesić,Mario Kvesić,27,1992-01-12,175,70,Bosnia Herzegovina,1. FC Magdeburg,67,68,875000,3000,"CAM, CF",Right,1,3,3,Medium/Medium,Lean,No,1300000,#Acrobat,CAM,16,,2019-07-01,2020,,,81,65,65,74,24,53,,,,,,,"Injury Free, Argues with Officials, Crowd Favourite",67,59,44,67,62,74,78,77,62,72,90,74,90,57,80,79,72,62,53,66,38,28,55,57,75,61,20,18,22,11,10,7,11,6,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,67+2,59+2,59+2,59+2,67+2,50+2,45+2,45+2,45+2,50+2,46+2,36+2,36+2,36+2,46+2
237448,https://sofifa.com/player/237448/antonio-delamea/20/159586,A. Delamea,Antonio Mlinar Delamea,28,1991-06-10,183,73,Slovenia,New England Revolution,67,68,750000,3000,CB,Right,1,3,2,Low/High,Normal,No,1200000,,SUB,19,,2017-01-25,2019,,,56,32,48,56,66,70,,,,,,,,36,29,64,66,26,58,28,22,63,50,59,54,53,67,61,44,71,64,71,29,74,69,25,27,39,53,68,63,62,6,8,14,13,6,46+2,46+2,46+2,47+2,46+2,46+2,46+2,47+2,47+2,47+2,47+2,50+2,53+2,53+2,53+2,50+2,59+2,63+2,63+2,63+2,59+2,60+2,65+2,65+2,65+2,60+2
238456,https://sofifa.com/player/238456/faith-friday-obilor/20/159586,F. Obilor,Faith Friday Obilor,28,1991-03-05,189,94,Nigeria,HJK Helsinki,67,68,750000,1000,CB,Right,1,3,2,Medium/Medium,Normal,No,1700000,#Strength,SUB,32,,2017-01-01,2019,,,74,23,36,43,66,78,,,,,,,,27,19,60,42,22,39,23,29,49,44,72,76,49,55,46,32,67,66,86,19,75,67,26,30,36,55,64,68,70,14,9,10,13,12,41+2,41+2,41+2,40+2,39+2,39+2,39+2,40+2,39+2,39+2,39+2,43+2,44+2,44+2,44+2,43+2,56+2,58+2,58+2,58+2,56+2,59+2,66+2,66+2,66+2,59+2
238984,https://sofifa.com/player/238984/manuel-farrona-pulido/20/159586,M. Farrona Pulido,Manuel Farrona Pulido,26,1993-05-01,175,70,Germany,VfL Osnabrück,67,68,900000,5000,"LM, RM",Right,1,5,3,Medium/Low,Lean,No,1500000,,SUB,2,,2018-07-01,2020,,,86,59,57,72,29,52,,,,,,,"Selfish, Early Crosser, Crowd Favourite",59,63,31,63,54,71,62,42,39,67,88,84,87,62,86,63,66,70,47,50,40,21,62,58,42,67,46,19,22,15,8,14,11,8,61+2,61+2,61+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,65+2,55+2,55+2,55+2,65+2,51+2,44+2,44+2,44+2,51+2,47+2,37+2,37+2,37+2,47+2
239437,https://sofifa.com/player/239437/philani-zulu/20/159586,P. Zulu,Philani Zulu,26,1992-09-16,178,70,South Africa,Kaizer Chiefs,67,68,900000,1000,"LM, LB, LW",Left,1,4,3,Medium/Medium,Normal,No,2000000,,SUB,22,,2017-07-03,2020,,,75,71,62,68,60,61,,,,,,,,64,70,60,65,66,67,60,45,62,69,76,75,69,61,75,84,57,55,69,65,48,53,63,57,67,60,57,66,62,15,7,10,12,10,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,62+2,62+2,62+2,65+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2
242651,https://sofifa.com/player/242651/florian-valot/20/159586,F. Valot,Florian Valot,26,1993-02-12,175,75,France,New York Red Bulls,67,68,900000,3000,"RM, CAM",Left,1,4,3,High/High,Normal,No,1400000,,RES,22,,2017-12-20,2019,,,71,57,63,69,54,65,,,,,,,,59,58,47,65,56,69,64,61,63,69,73,70,73,53,73,59,62,77,63,55,58,52,64,66,47,63,51,59,55,14,9,11,14,9,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,61+2,60+2,60+2,60+2,61+2,60+2,56+2,56+2,56+2,60+2
251152,https://sofifa.com/player/251152/marcos-miers/20/159586,M. Miers,Marcos Miers,29,1990-03-24,185,81,Paraguay,Club Atlético Aldosivi,67,68,725000,4000,"CB, LB",Left,1,3,2,Medium/Medium,Normal,No,1100000,,LCB,19,,2019-07-03,2020,,,58,34,42,43,69,64,,,,,,,,39,28,70,52,33,36,29,30,40,48,56,60,52,55,55,49,75,59,67,27,59,58,46,35,43,58,66,76,74,6,10,9,7,11,47+2,47+2,47+2,43+2,44+2,44+2,44+2,43+2,43+2,43+2,43+2,45+2,46+2,46+2,46+2,45+2,57+2,57+2,57+2,57+2,57+2,60+2,65+2,65+2,65+2,60+2
251511,https://sofifa.com/player/251511/moustapha-zeghba/20/159586,M. Zeghba,Moustapha Zeghba,28,1990-11-21,190,90,Algeria,Al Wehda,67,68,650000,7000,GK,Left,1,4,1,Medium/Medium,Normal,No,1100000,,GK,30,,2019-07-03,2023,,,,,,,,,66,67,63,69,49,67,,13,9,13,27,9,12,12,15,28,13,48,49,36,62,34,47,64,25,64,14,23,7,7,49,16,38,8,9,10,66,67,63,67,69,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,https://sofifa.com/player/10466/stefan-ishizaki/20/159586,S. Ishizaki,Stefan Daisuke Ishizaki,37,1982-05-15,181,81,Sweden,IF Elfsborg,67,67,240000,2000,"CM, CAM",Right,1,3,3,Medium/Medium,Normal,No,300000,,SUB,24,,2018-01-08,2019,,,57,62,70,69,52,60,,,,,,,Argues with Officials,72,59,48,69,63,68,74,69,71,70,61,53,73,68,72,64,60,56,69,66,43,43,66,69,68,69,65,51,38,6,13,6,10,11,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,58+2,59+2,59+2,59+2,58+2,56+2,54+2,54+2,54+2,56+2
52340,https://sofifa.com/player/52340/mijat-maric/20/159586,M. Marić,Mijat Marić,35,1984-04-30,188,83,Switzerland,FC Lugano,67,67,230000,2000,CB,Right,1,4,2,Low/Medium,Normal,No,334000,,CB,5,,2018-08-22,2020,,,32,54,49,45,68,73,,,,,,,Long Passer (CPU AI Only),39,47,69,53,40,38,52,58,52,56,32,32,37,63,56,68,34,67,79,57,73,70,44,45,80,62,67,67,66,13,8,13,14,6,53+2,53+2,53+2,45+2,48+2,48+2,48+2,45+2,48+2,48+2,48+2,46+2,53+2,53+2,53+2,46+2,56+2,62+2,62+2,62+2,56+2,58+2,66+2,66+2,66+2,58+2
53736,https://sofifa.com/player/53736/lee-camp/20/159586,L. Camp,Lee Camp,34,1984-08-22,183,74,Northern Ireland,Birmingham City,67,67,325000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,618000,,GK,1,,2018-08-08,2020,,,,,,,,,65,65,71,67,38,65,,13,17,14,25,14,14,16,17,31,22,35,40,62,67,65,53,73,38,70,12,23,25,14,36,20,63,10,12,12,65,65,71,65,67,,,,,,,,,,,,,,,,,,,,,,,,,,
104476,https://sofifa.com/player/104476/christian-grindheim/20/159586,C. Grindheim,Christian Grindheim,35,1983-07-17,179,74,Norway,FK Haugesund,67,67,325000,1000,"CAM, CM",Right,1,4,3,Medium/High,Normal,No,406000,,CAM,7,,2018-01-01,2019,,,38,60,69,66,59,69,,,,,,,,65,54,63,72,62,64,69,68,69,69,40,37,60,78,73,70,61,62,75,65,66,66,66,69,55,76,61,55,51,8,6,9,11,16,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,65+2,65+2,65+2,63+2,67+2,67+2,67+2,63+2,61+2,66+2,66+2,66+2,61+2,60+2,62+2,62+2,62+2,60+2
114356,https://sofifa.com/player/114356/marco-wolfli/20/159586,M. Wölfli,Marco Wölfli,36,1982-08-22,186,88,Switzerland,BSC Young Boys,67,67,130000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,195000,,SUB,1,,2000-07-01,2020,,,,,,,,,69,60,71,65,40,67,"Avoids Using Weaker Foot, Flair, Acrobatic Clearance",12,13,13,13,14,15,16,14,12,14,37,42,46,69,52,53,66,24,60,12,36,23,16,50,11,64,14,11,13,69,60,71,67,65,,,,,,,,,,,,,,,,,,,,,,,,,,
116917,https://sofifa.com/player/116917/damien-perquis/20/159586,D. Perquis,Damien Perquis,33,1986-03-08,186,82,France,Valenciennes FC,67,67,400000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,700000,,RES,16,,2015-07-16,2021,,,,,,,,,64,66,64,68,48,67,,10,10,16,34,10,15,12,12,34,23,46,49,54,62,60,48,51,34,56,8,39,26,14,28,19,50,7,12,19,64,66,64,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,
118646,https://sofifa.com/player/118646/ian-henderson/20/159586,I. Henderson,Ian Henderson,34,1985-01-24,178,67,England,Rochdale,67,67,400000,3000,"ST, CAM",Right,1,3,3,High/Medium,Normal,No,700000,,ST,40,,2013-02-26,2020,,,61,68,63,70,35,69,,,,,,,"Avoids Using Weaker Foot, Selfish, Finesse Shot, Outside Foot Shot, Crowd Favourite",61,72,50,62,61,68,60,66,58,70,59,63,74,68,75,63,67,78,68,65,63,33,73,71,64,72,39,31,28,8,13,11,9,14,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,66+2,63+2,63+2,63+2,66+2,53+2,52+2,52+2,52+2,53+2,50+2,46+2,46+2,46+2,50+2
126883,https://sofifa.com/player/126883/abdullah-durak/20/159586,A. Durak,Abdullah Durak,32,1987-04-01,181,80,Turkey,Çaykur Rizespor,67,67,500000,5000,CDM,Right,1,3,3,Medium/Medium,Normal,No,1000000,,SUB,5,,2018-01-31,2020,,,68,61,64,69,62,66,,,,,,,,61,60,60,65,42,66,61,48,65,70,68,68,76,70,76,68,64,72,65,63,62,68,59,71,51,54,56,65,58,10,12,12,8,10,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2
137267,https://sofifa.com/player/137267/ricardo-clark/20/159586,R. Clark,Ricardo  Clark,36,1983-02-10,178,75,United States,Columbus Crew SC,67,67,160000,2000,"CDM, CM",Right,2,3,2,Medium/High,Lean,No,240000,,SUB,13,,2019-01-25,2022,,,61,62,61,62,64,72,,,,,,,,49,57,67,72,59,60,55,48,60,65,57,65,63,63,67,75,64,71,72,62,75,63,63,57,63,66,64,64,63,8,6,8,6,10,64+2,64+2,64+2,61+2,62+2,62+2,62+2,61+2,62+2,62+2,62+2,61+2,63+2,63+2,63+2,61+2,63+2,65+2,65+2,65+2,63+2,63+2,66+2,66+2,66+2,63+2
137461,https://sofifa.com/player/137461/jurgen-gjasula/20/159586,J. Gjasula,Jürgen Gjasula,33,1985-12-05,189,87,Albania,1. FC Magdeburg,67,67,450000,3000,"CM, CB",Right,1,3,3,Medium/Medium,Normal,No,653000,,RCB,10,,2019-07-01,2020,,,54,65,69,67,53,69,,,,,,,"Finesse Shot, Skilled Dribbling",69,63,56,69,62,66,69,65,68,69,57,52,67,65,65,68,51,64,76,64,62,54,62,70,76,69,60,49,36,14,11,12,7,14,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,58+2,61+2,61+2,61+2,58+2,56+2,56+2,56+2,56+2,56+2
138722,https://sofifa.com/player/138722/billy-jones/20/159586,B. Jones,Billy Jones,32,1987-03-24,180,77,England,Rotherham United,67,67,475000,4000,RB,Right,1,3,3,High/Medium,Normal,Yes,831000,,SUB,2,,2018-07-20,2020,,,56,55,59,65,69,70,,,,,,,Power Free-Kick,58,53,61,64,45,64,58,59,61,65,58,54,67,67,68,59,74,73,67,60,73,66,44,51,57,61,69,72,71,6,11,14,12,15,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,65+2,66+2,66+2,66+2,65+2,65+2,67+2,67+2,67+2,65+2
139476,https://sofifa.com/player/139476/dean-gerken/20/159586,D. Gerken,Dean Gerken,34,1985-05-22,183,77,England,Colchester United,67,67,325000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,569000,,GK,1,,2019-07-13,2020,,,,,,,,,68,66,65,68,49,65,Second Wind,13,17,17,31,19,16,16,20,32,24,46,51,64,64,65,49,65,40,70,15,30,21,11,45,16,44,8,13,12,68,66,65,65,68,,,,,,,,,,,,,,,,,,,,,,,,,,
140423,https://sofifa.com/player/140423/jake-buxton/20/159586,J. Buxton,Jake Buxton,34,1985-03-04,180,83,England,Burton Albion,67,67,280000,4000,CB,Right,1,2,2,Low/High,Stocky,No,490000,,LCB,5,,2017-06-28,2020,,,42,36,45,36,65,71,,,,,,,,30,33,68,57,30,23,19,20,52,48,38,45,44,63,45,66,79,53,77,15,74,64,29,48,40,60,65,65,63,12,11,6,9,13,46+2,46+2,46+2,38+2,41+2,41+2,41+2,38+2,42+2,42+2,42+2,41+2,48+2,48+2,48+2,41+2,52+2,60+2,60+2,60+2,52+2,55+2,65+2,65+2,65+2,55+2
140497,https://sofifa.com/player/140497/ross-wallace/20/159586,R. Wallace,Ross Wallace,34,1985-05-23,167,64,Scotland,Fleetwood Town,67,67,375000,4000,"CM, RM",Left,1,3,3,Medium/Medium,Normal,Yes,656000,,RES,23,,2019-08-10,2020,,,66,65,69,70,51,51,,,,,,,"Dives Into Tackles (CPU AI Only), Argues with Officials",73,60,39,66,54,66,75,74,70,71,68,65,83,67,90,74,58,66,32,72,76,52,64,68,61,72,50,54,50,15,7,11,10,9,61+2,61+2,61+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,61+2,60+2,60+2,60+2,61+2,59+2,52+2,52+2,52+2,59+2
142818,https://sofifa.com/player/142818/fabian-cubero/20/159586,F. Cubero,Fabián Alberto Cubero,40,1978-12-21,175,72,Argentina,Vélez Sarsfield,67,67,0,3000,"CB, RB",Right,1,3,2,Low/High,Normal,No,,,RES,5,,2008-07-01,2020,,,41,43,63,53,63,69,,,,,,,"Avoids Using Weaker Foot, Giant Throw-in",60,35,67,71,46,47,48,44,66,62,45,38,48,76,50,53,70,53,71,44,85,61,54,60,53,70,63,64,58,11,8,16,9,9,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,57+2,57+2,57+2,56+2,61+2,61+2,61+2,56+2,59+2,65+2,65+2,65+2,59+2,60+2,65+2,65+2,65+2,60+2
142962,https://sofifa.com/player/142962/enrique-bologna/20/159586,E. Bologna,Enrique Alberto Bologna Gómez,37,1982-02-13,189,87,Argentina,River Plate,67,67,80000,4000,GK,Right,1,3,1,Medium/Medium,Normal,No,112000,,RES,25,,2016-07-07,2023,,,,,,,,,67,67,60,65,42,67,Flair,21,13,10,22,10,13,16,18,22,20,44,40,40,68,38,45,63,30,71,15,35,17,15,31,25,62,12,22,17,67,67,60,67,65,,,,,,,,,,,,,,,,,,,,,,,,,,
143751,https://sofifa.com/player/143751/ferhat-oztorun/20/159586,F. Öztorun,Ferhat Öztorun,32,1987-05-08,176,66,Turkey,Atiker Konyaspor,67,67,475000,6000,LB,Left,1,2,2,Medium/Medium,Lean,No,950000,,LB,87,,2017-07-15,2020,,,66,43,59,65,66,67,,,,,,,,62,41,40,62,34,66,47,33,67,61,64,67,72,66,62,48,61,81,63,39,61,69,64,55,48,67,67,71,67,16,16,16,16,6,54+2,54+2,54+2,60+2,58+2,58+2,58+2,60+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,66+2,63+2,63+2,63+2,66+2
144282,https://sofifa.com/player/144282/serdar-ozkan/20/159586,S. Özkan,Serdar Özkan,32,1987-01-01,172,68,Turkey,Antalyaspor,67,67,600000,6000,"LM, RM",Right,1,3,3,Medium/Low,Lean,No,1200000,,SUB,21,,2018-07-07,2020,,,71,64,66,71,30,55,,,,,,,"Power Free-Kick, Selfish, Crowd Favourite",67,63,49,63,53,73,70,67,66,67,69,72,74,62,77,69,76,55,52,66,57,29,63,68,62,62,27,29,22,9,14,10,10,7,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,50+2,48+2,48+2,48+2,50+2,46+2,41+2,41+2,41+2,46+2
145014,https://sofifa.com/player/145014/juan-de-dios-prados-lopez/20/159586,Juande,Juan de Dios Prados López,32,1986-08-12,183,75,Spain,Perth Glory,67,67,500000,3000,"CDM, CM",Right,1,3,2,Medium/High,Lean,No,625000,,RCM,27,,2018-07-19,2020,,,64,41,60,60,64,73,,,,,,,,46,32,52,67,48,58,46,55,64,62,65,64,65,58,50,49,66,75,72,47,75,67,60,64,48,58,64,66,64,13,5,12,12,14,53+2,53+2,53+2,56+2,56+2,56+2,56+2,56+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,62+2,65+2,65+2,65+2,62+2,62+2,64+2,64+2,64+2,62+2
146121,https://sofifa.com/player/146121/david-barral-torres/20/159586,David Barral,David Barral Torres,36,1983-05-10,180,79,Spain,Racing Santander,67,67,270000,3000,ST,Right,2,3,3,High/High,Normal,No,419000,,ST,18,,2019-01-14,2021,,,65,66,56,63,39,71,,,,,,,"Injury Free, Speed Dribbler (CPU AI Only)",57,67,69,57,66,63,64,59,48,62,64,66,65,67,67,68,74,55,72,60,86,35,70,58,73,72,20,49,44,11,10,7,9,15,66+2,66+2,66+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,61+2,57+2,57+2,57+2,61+2,51+2,51+2,51+2,51+2,51+2,51+2,52+2,52+2,52+2,51+2
146969,https://sofifa.com/player/146969/inaki-astiz-ventura/20/159586,Iñaki Astiz,Iñaki Astiz Ventura,35,1983-11-05,184,77,Spain,Legia Warszawa,67,67,230000,3000,CB,Right,1,2,2,Low/Medium,Lean,No,322000,,RES,34,,2017-08-14,2020,,,48,26,46,42,66,63,,,,,,,Giant Throw-in,33,20,68,54,39,28,22,27,52,54,46,50,60,62,58,34,74,37,71,21,73,74,48,52,34,53,62,64,64,10,16,14,11,15,44+2,44+2,44+2,42+2,43+2,43+2,43+2,42+2,45+2,45+2,45+2,44+2,50+2,50+2,50+2,44+2,53+2,60+2,60+2,60+2,53+2,56+2,65+2,65+2,65+2,56+2
148365,https://sofifa.com/player/148365/andrei-cristea/20/159586,A. Cristea,Andrei Cristea,35,1984-05-15,180,76,Romania,Politehnica Iaşi,67,67,350000,3000,ST,Right,1,3,2,Medium/Low,Normal,No,473000,,SUB,10,,2019-07-05,2020,,,55,68,67,63,42,67,,,,,,,,61,70,65,70,63,61,67,71,66,63,61,50,69,74,69,69,80,76,65,63,58,42,69,67,73,65,40,35,45,8,16,14,16,16,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,65+2,56+2,56+2,56+2,56+2,56+2,54+2,51+2,51+2,51+2,54+2
149825,https://sofifa.com/player/149825/daryl-murphy/20/159586,D. Murphy,Daryl Murphy,36,1983-03-15,191,88,Republic of Ireland,Nottingham Forest,67,67,270000,12000,ST,Left,1,3,2,Medium/High,Normal,No,513000,,RES,9,,2017-07-21,2020,,,41,69,58,59,33,74,,,,,,,Giant Throw-in,60,68,73,59,66,58,63,53,55,64,48,36,47,66,50,74,65,52,85,66,78,43,72,58,77,70,24,24,22,8,15,6,14,11,66+2,66+2,66+2,59+2,62+2,62+2,62+2,59+2,60+2,60+2,60+2,58+2,57+2,57+2,57+2,58+2,46+2,49+2,49+2,49+2,46+2,44+2,47+2,47+2,47+2,44+2
150894,https://sofifa.com/player/150894/markus-halsti/20/159586,M. Halsti,Markus Halsti,35,1984-03-19,185,84,Finland,Esbjerg fB,67,67,230000,3000,CB,Right,1,3,2,Low/High,Normal,No,288000,,LCB,5,,2018-06-21,2020,,,32,46,62,51,65,70,,,,,,,"Avoids Using Weaker Foot, Leadership",56,38,67,67,50,45,50,56,69,64,32,32,32,64,55,64,76,58,76,46,70,65,48,57,47,69,65,65,64,9,11,13,12,15,53+2,53+2,53+2,50+2,52+2,52+2,52+2,50+2,53+2,53+2,53+2,53+2,60+2,60+2,60+2,53+2,59+2,65+2,65+2,65+2,59+2,59+2,66+2,66+2,66+2,59+2
151270,https://sofifa.com/player/151270/james-coppinger/20/159586,J. Coppinger,James Coppinger,38,1981-01-10,170,65,England,Doncaster Rovers,67,67,260000,3000,"CAM, LW",Right,1,3,3,Medium/Medium,Normal,No,455000,,CAM,26,,2014-05-27,2020,,,49,65,68,68,43,60,,,,,,,"Giant Throw-in, Crowd Favourite",71,63,55,67,59,65,65,63,66,71,51,48,67,70,85,67,85,67,59,68,45,49,63,72,61,62,33,45,42,9,12,15,13,15,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,57+2,56+2,56+2,56+2,57+2,54+2,50+2,50+2,50+2,54+2
152107,https://sofifa.com/player/152107/philipp-netzer/20/159586,P. Netzer,Philipp Netzer,33,1985-10-02,188,80,Austria,SCR Altach,67,67,350000,5000,CB,Left,1,3,2,Medium/High,Lean,No,508000,,LCB,5,,2004-07-01,2020,,,41,48,58,56,66,67,,,,,,,Avoids Using Weaker Foot,46,43,72,67,43,55,37,43,62,60,40,41,44,58,55,66,48,60,70,50,73,66,40,58,35,57,63,68,66,10,9,6,11,9,54+2,54+2,54+2,51+2,53+2,53+2,53+2,51+2,54+2,54+2,54+2,53+2,59+2,59+2,59+2,53+2,58+2,64+2,64+2,64+2,58+2,59+2,65+2,65+2,65+2,59+2
152620,https://sofifa.com/player/152620/jone-samuelsen/20/159586,J. Samuelsen,Jone Samuelsen,34,1984-07-06,172,70,Norway,Odds BK,67,67,375000,2000,CM,Right,1,3,3,High/High,Normal,No,469000,,SUB,8,,2010-01-22,2019,,,56,61,65,68,61,67,,,,,,,Giant Throw-in,61,59,57,68,63,66,66,63,64,67,58,55,70,71,80,65,77,71,63,64,68,64,68,64,50,72,61,61,61,14,11,6,8,11,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,63+2,63+2
152870,https://sofifa.com/player/152870/felipe-patavino-saad/20/159586,Felipe Saad,Felipe  Patavino Saad,35,1983-09-11,187,83,Brazil,Paris FC,67,67,230000,2000,CB,Left,1,3,2,Low/Medium,Normal,No,403000,,SUB,23,,2019-08-05,2020,,,54,48,45,50,68,66,,,,,,,,55,36,67,40,31,40,31,45,39,57,50,58,64,70,56,70,59,57,70,59,71,66,24,50,66,57,69,69,66,13,10,7,14,11,50+2,50+2,50+2,47+2,47+2,47+2,47+2,47+2,46+2,46+2,46+2,47+2,49+2,49+2,49+2,47+2,59+2,58+2,58+2,58+2,59+2,61+2,65+2,65+2,65+2,61+2
155694,https://sofifa.com/player/155694/steven-de-petter/20/159586,S. De Petter,Steven De Petter,33,1985-11-22,182,75,Belgium,Sint-Truidense VV,67,67,350000,4000,"CB, CDM, CM",Left,1,3,2,Medium/Medium,Normal,No,508000,,SUB,6,,2016-07-01,2020,,,33,53,59,54,68,68,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Giant Throw-in",54,52,69,64,44,47,34,56,53,60,32,33,58,65,60,58,50,60,71,48,74,72,50,66,66,71,68,66,61,10,7,12,11,15,55+2,55+2,55+2,52+2,54+2,54+2,54+2,52+2,55+2,55+2,55+2,53+2,59+2,59+2,59+2,53+2,59+2,64+2,64+2,64+2,59+2,60+2,66+2,66+2,66+2,60+2
155964,https://sofifa.com/player/155964/scott-mcdonald/20/159586,S. McDonald,Scott  McDonald,35,1983-08-21,173,78,Australia,Western United FC,67,67,350000,1000,ST,Right,1,3,3,Medium/Low,Stocky,No,438000,,RS,10,,2019-07-24,2020,,,63,65,63,67,41,67,,,,,,,Crowd Favourite,60,65,64,66,62,66,60,53,59,65,63,63,72,67,79,67,71,67,71,61,56,42,68,67,71,71,28,46,43,6,12,9,10,6,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,64+2,55+2,54+2,54+2,54+2,55+2,53+2,51+2,51+2,51+2,53+2
156464,https://sofifa.com/player/156464/richard-wood/20/159586,R. Wood,Richard Wood,33,1985-07-05,191,82,England,Rotherham United,67,67,350000,4000,CB,Left,1,3,2,Medium/High,Normal,No,613000,,SUB,6,,2014-07-26,2020,,,31,35,46,43,67,74,,,,,,,"Avoids Using Weaker Foot, Long Passer (CPU AI Only)",41,35,70,53,26,37,22,26,43,55,30,31,28,62,45,45,69,73,78,24,68,65,40,53,40,64,68,66,64,7,14,10,6,10,46+2,46+2,46+2,42+2,44+2,44+2,44+2,42+2,45+2,45+2,45+2,45+2,51+2,51+2,51+2,45+2,56+2,60+2,60+2,60+2,56+2,57+2,65+2,65+2,65+2,57+2
158088,https://sofifa.com/player/158088/pablo-alvarez/20/159586,P. Álvarez,Pablo Sebastián  Valeira Álvarez,35,1984-04-17,178,80,Argentina,Arsenal de Sarandí,67,67,220000,3000,"LB, RB",Right,1,3,2,Medium/Medium,Stocky,No,319000,,SUB,25,,2019-07-19,2020,,,55,53,64,62,66,76,,,,,,,"Power Free-Kick, Long Shot Taker (CPU AI Only)",69,45,63,73,43,59,47,53,63,67,57,53,55,71,73,71,75,64,81,59,81,67,51,53,49,73,65,67,65,6,7,6,11,16,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,65+2,67+2,67+2,67+2,65+2,65+2,68+2,68+2,68+2,65+2
