ps_id,region_name,subregion_name,Baburin Sergei Nikolaevich,Grudinin Pavel Nikolaevich,Zhirinovskiy Vladimir Volfovich,Putin Vladimir Vladimirovich,Sobchak Ksenia Anatolyevna,Suraikin Maksim Aleksandrovich,Titov Boris Yurievich,Yavlinskiy Gregory Alekseivich,Number of ballot papers in ballot boxes,Number of valid ballot papers,Number of voters enlisted,Number of ballot papers in portable ballot boxes,Number of ballot papers given inside the polling station,Number of ballot papers given outside the polling station,Number of ballot papers given for advance voting,Number of excessive ballot papers,Number of ballot papers acquired at the polling station,Number of invalid ballot papers,Number of unused ballot papers,Number of lost ballot papers
330,Kurganskaa oblast_,Dalmatovskaa,2,32,14,186,2,4,1,0,215,241,315,27,215,27,0,0,320,1,78,0
332,Kurganskaa oblast_,Dalmatovskaa,3,8,4,95,0,0,0,1,106,111,139,8,106,8,0,0,150,3,36,0
333,Kurganskaa oblast_,Dalmatovskaa,3,228,69,653,13,5,5,4,942,980,1586,58,942,58,0,0,1600,20,600,0
334,Kurganskaa oblast_,Dalmatovskaa,3,68,39,312,3,4,2,0,399,431,668,36,399,36,0,0,700,4,265,0
335,Kurganskaa oblast_,Dalmatovskaa,3,15,14,137,2,0,0,0,156,171,234,15,156,15,0,0,260,0,89,0
336,Kurganskaa oblast_,Dalmatovskaa,0,30,14,116,2,1,0,1,143,164,196,22,143,22,0,0,210,1,45,0
337,Kurganskaa oblast_,Dalmatovskaa,5,77,19,256,5,1,1,1,283,365,502,85,283,85,0,0,530,3,162,0
338,Kurganskaa oblast_,Dalmatovskaa,7,134,83,540,5,6,2,2,730,779,1196,56,730,56,0,0,1100,7,314,0
339,Kurganskaa oblast_,Dalmatovskaa,0,12,15,186,2,0,1,1,205,217,327,15,205,15,0,0,340,3,120,0
340,Kurganskaa oblast_,Dalmatovskaa,2,65,58,463,5,4,1,4,586,602,752,21,586,21,0,0,740,5,133,0
342,Kurganskaa oblast_,Zverinogolovskaa,1,16,8,71,0,0,0,0,82,96,145,15,82,15,0,0,160,1,63,0
343,Kurganskaa oblast_,Zverinogolovskaa,1,12,7,91,2,4,1,0,112,118,185,6,112,6,0,0,190,0,72,0
344,Kurganskaa oblast_,Zverinogolovskaa,0,11,1,89,0,3,0,0,94,104,142,11,94,11,0,0,160,1,55,0
345,Kurganskaa oblast_,Zverinogolovskaa,5,142,44,652,1,7,4,3,802,858,1525,63,802,63,0,0,1600,7,735,0
346,Kurganskaa oblast_,Zverinogolovskaa,1,103,43,475,7,5,1,0,598,635,1041,52,598,52,0,0,1100,15,450,0
347,Kurganskaa oblast_,Zverinogolovskaa,0,81,47,295,3,4,1,0,397,431,679,39,397,39,0,0,650,5,214,0
348,Kurganskaa oblast_,Zverinogolovskaa,0,22,4,63,1,0,0,0,78,90,107,12,78,12,0,0,120,0,30,0
349,Kurganskaa oblast_,Zverinogolovskaa,0,4,4,58,1,0,0,0,59,67,113,8,59,8,0,0,100,0,33,0
350,Kurganskaa oblast_,Zverinogolovskaa,0,6,19,67,1,0,2,1,92,96,159,7,92,7,0,0,170,3,71,0
351,Kurganskaa oblast_,Zverinogolovskaa,1,84,25,336,2,3,0,1,422,452,621,35,422,35,0,0,650,5,193,0
352,Kurganskaa oblast_,Zverinogolovskaa,0,12,1,60,0,0,0,0,65,73,94,8,65,8,0,0,100,0,27,0
353,Kurganskaa oblast_,Zverinogolovskaa,2,35,24,190,0,1,0,0,222,252,364,32,222,32,0,0,390,2,136,0
354,Kurganskaa oblast_,Zverinogolovskaa,2,64,8,283,3,0,2,0,296,362,501,71,296,71,0,0,550,5,183,0
355,Kurganskaa oblast_,Zverinogolovskaa,0,23,6,131,2,0,0,1,148,163,274,16,148,16,0,0,250,1,86,0
356,Kurganskaa oblast_,Zverinogolovskaa,4,82,40,335,0,4,3,1,432,469,585,41,432,41,0,0,520,4,47,0
357,Kurganskaa oblast_,Zverinogolovskaa,6,78,35,395,2,7,2,0,491,525,768,47,491,47,0,0,820,13,282,0
361,Kurganskaa oblast_,Kargapol_skaa,1,7,14,90,1,2,1,0,104,116,156,13,104,13,0,0,150,1,33,0
362,Kurganskaa oblast_,Kargapol_skaa,2,37,7,164,2,2,1,0,178,215,310,38,178,38,0,0,300,1,84,0
363,Kurganskaa oblast_,Kargapol_skaa,1,43,20,235,3,1,1,0,247,304,462,58,247,58,0,0,450,1,145,0
364,Kurganskaa oblast_,Kargapol_skaa,1,62,45,372,3,2,0,0,426,485,686,65,426,65,0,0,700,6,209,0
365,Kurganskaa oblast_,Kargapol_skaa,3,27,43,317,2,1,0,4,334,397,571,72,334,72,0,0,600,9,194,0
366,Kurganskaa oblast_,Kargapol_skaa,2,37,16,196,1,1,2,0,240,255,356,16,240,16,0,0,350,1,94,0
368,Kurganskaa oblast_,Kargapol_skaa,5,41,41,441,1,2,1,0,491,532,800,43,491,43,0,0,800,2,266,0
370,Kurganskaa oblast_,Kargapol_skaa,0,40,36,378,2,4,3,0,384,463,732,84,384,84,0,0,750,5,282,0
371,Kurganskaa oblast_,Kargapol_skaa,2,1,16,135,0,0,0,0,121,154,200,33,121,33,0,0,200,0,46,0
374,Kurganskaa oblast_,Kargapol_skaa,5,31,51,419,6,6,0,1,506,519,694,15,506,15,0,0,700,2,179,0
376,Kurganskaa oblast_,Kargapol_skaa,1,27,37,212,4,3,0,1,235,285,420,53,235,53,0,0,450,3,162,0
377,Kurganskaa oblast_,Kargapol_skaa,4,71,39,286,4,3,1,2,361,410,571,52,361,52,0,0,600,3,187,0
378,Kurganskaa oblast_,Kargapol_skaa,2,61,38,345,1,1,0,1,371,449,788,86,371,86,0,0,800,8,343,0
380,Kurganskaa oblast_,Kargapol_skaa,2,39,36,276,1,0,0,1,328,355,593,31,328,31,0,0,600,4,241,0
381,Kurganskaa oblast_,Kargapol_skaa,6,62,49,267,5,5,2,0,354,396,735,43,354,43,0,0,700,1,303,0
382,Kurganskaa oblast_,Kargapol_skaa,1,65,47,330,2,9,2,1,450,457,802,14,450,14,0,0,800,7,336,0
383,Kurganskaa oblast_,Kargapol_skaa,3,33,45,445,5,4,3,0,485,538,816,59,485,59,0,0,850,6,306,0
384,Kurganskaa oblast_,Kargapol_skaa,0,42,64,348,1,3,1,1,402,460,658,61,402,61,0,0,650,3,187,0
386,Kurganskaa oblast_,Kargapol_skaa,3,50,28,200,0,2,2,0,250,285,362,36,250,36,0,0,350,1,64,0
387,Kurganskaa oblast_,Kargapol_skaa,1,27,21,287,5,0,1,2,305,344,510,44,305,44,0,0,550,5,201,0
388,Kurganskaa oblast_,Kargapol_skaa,1,39,27,413,0,0,2,0,451,482,583,31,451,31,0,0,600,0,118,0
389,Kurganskaa oblast_,Kargapol_skaa,1,24,17,185,1,4,0,0,197,232,284,35,197,35,0,0,300,0,68,0
390,Kurganskaa oblast_,Kargapol_skaa,0,18,14,149,2,1,2,0,173,186,252,15,173,15,0,0,270,2,82,0
392,Kurganskaa oblast_,Kargapol_skaa,1,31,36,223,1,2,0,0,266,294,439,31,266,31,0,0,400,3,103,0
393,Kurganskaa oblast_,Kargapol_skaa,5,92,64,525,4,5,0,1,594,696,1013,109,594,109,0,0,1000,7,297,0
394,Kurganskaa oblast_,Kargapol_skaa,0,10,17,126,0,0,2,0,141,155,214,16,141,16,0,0,200,2,43,0
395,Kurganskaa oblast_,Kargapol_skaa,0,17,19,140,2,0,0,0,144,178,231,35,144,35,0,0,230,1,51,0
396,Kurganskaa oblast_,Kargapol_skaa,7,54,20,251,4,1,0,0,278,337,457,61,278,61,0,0,450,2,111,0
397,Kurganskaa oblast_,Kargapol_skaa,3,107,64,529,5,6,0,2,622,716,1112,100,622,100,0,0,1100,6,378,0
398,Kurganskaa oblast_,Kargapol_skaa,6,75,64,380,3,7,0,0,501,535,827,40,501,40,0,0,800,6,259,0
399,Kurganskaa oblast_,Kargapol_skaa,0,81,53,434,7,2,4,3,522,584,900,64,522,64,0,0,900,2,314,0
400,Kurganskaa oblast_,Kargapol_skaa,3,70,47,298,6,5,4,1,391,434,638,43,391,43,0,0,650,0,216,0
401,Kurganskaa oblast_,Kargapol_skaa,3,73,50,326,5,5,3,1,444,466,737,25,444,25,0,0,750,3,281,0
402,Kurganskaa oblast_,Kargapol_skaa,4,91,36,397,7,3,4,1,492,543,775,53,492,53,0,0,750,2,205,0
403,Kurganskaa oblast_,Kargapol_skaa,4,40,23,245,2,5,2,1,293,322,472,31,293,31,0,0,450,2,126,0
404,Kurganskaa oblast_,Kargapol_skaa,0,11,10,109,1,0,2,0,123,133,177,15,123,15,0,0,170,5,32,0
1170,Kurganskaa oblast_,Kargapol_skaa,3,89,61,364,5,4,1,1,484,528,803,48,484,48,0,0,800,4,268,0
1171,Kurganskaa oblast_,Kargapol_skaa,5,59,49,370,4,5,7,1,453,500,708,52,453,52,0,0,700,5,195,0
1172,Kurganskaa oblast_,Kargapol_skaa,2,79,31,328,5,5,1,1,392,452,682,61,392,61,0,0,650,1,197,0
1173,Kurganskaa oblast_,Kargapol_skaa,0,50,34,219,0,4,1,0,289,308,481,19,289,19,0,0,450,0,142,0
405,Kurganskaa oblast_,Katajskaa,3,84,28,344,7,6,2,2,446,476,855,32,446,33,0,0,750,2,271,0
406,Kurganskaa oblast_,Katajskaa,4,42,39,290,1,2,2,2,378,382,706,9,378,9,0,0,700,5,313,0
407,Kurganskaa oblast_,Katajskaa,2,67,51,343,2,2,2,1,456,470,818,18,456,18,0,0,800,4,326,0
408,Kurganskaa oblast_,Katajskaa,4,68,34,324,4,3,2,2,425,441,695,20,425,20,0,0,650,4,205,0
409,Kurganskaa oblast_,Katajskaa,5,72,34,340,6,4,4,2,447,467,842,23,447,23,0,0,750,3,280,0
410,Kurganskaa oblast_,Katajskaa,5,82,37,319,6,5,1,3,448,458,770,15,448,15,0,0,750,5,287,0
411,Kurganskaa oblast_,Katajskaa,3,60,26,367,8,2,3,3,448,472,671,29,448,29,0,0,650,5,173,0
412,Kurganskaa oblast_,Katajskaa,4,69,27,320,3,4,2,3,413,432,728,29,413,29,0,0,700,10,258,0
413,Kurganskaa oblast_,Katajskaa,4,45,23,302,5,4,1,1,370,385,630,18,370,18,0,0,600,3,212,0
414,Kurganskaa oblast_,Katajskaa,3,70,34,397,7,7,0,2,474,520,836,52,474,52,0,0,750,6,224,0
415,Kurganskaa oblast_,Katajskaa,2,43,30,346,5,3,2,3,417,434,749,23,417,23,0,0,750,6,310,0
416,Kurganskaa oblast_,Katajskaa,1,57,28,352,6,1,1,1,440,447,711,13,440,13,0,0,700,6,247,0
417,Kurganskaa oblast_,Katajskaa,2,32,40,308,4,0,2,1,354,389,640,40,354,40,0,0,600,5,206,0
418,Kurganskaa oblast_,Katajskaa,5,47,51,283,3,3,0,3,368,395,681,30,368,30,0,0,600,3,202,0
419,Kurganskaa oblast_,Katajskaa,6,45,35,311,2,5,3,1,396,408,800,18,396,18,0,0,750,6,336,0
420,Kurganskaa oblast_,Katajskaa,2,28,19,192,4,1,1,0,222,247,351,28,222,28,0,0,300,3,50,0
421,Kurganskaa oblast_,Katajskaa,0,9,9,155,1,0,0,0,161,174,233,13,161,13,0,0,200,0,26,0
422,Kurganskaa oblast_,Katajskaa,0,39,38,277,2,0,1,0,344,357,543,14,344,14,0,0,500,1,142,0
423,Kurganskaa oblast_,Katajskaa,0,5,12,105,0,0,0,1,116,123,170,7,116,7,0,0,150,0,27,0
424,Kurganskaa oblast_,Katajskaa,8,111,68,623,6,8,2,7,794,833,1302,43,794,43,0,0,1200,4,363,0
425,Kurganskaa oblast_,Katajskaa,2,7,10,147,0,0,1,0,154,167,256,16,154,16,0,0,230,3,60,0
426,Kurganskaa oblast_,Katajskaa,1,34,15,163,0,0,0,0,189,213,328,26,189,26,0,0,280,2,65,0
427,Kurganskaa oblast_,Katajskaa,1,6,13,74,0,0,0,0,62,94,135,33,62,33,0,0,120,1,25,0
428,Kurganskaa oblast_,Katajskaa,0,18,18,224,3,3,0,0,253,266,405,15,253,15,0,0,370,2,102,0
429,Kurganskaa oblast_,Katajskaa,1,33,27,321,2,4,0,1,333,389,634,64,333,64,0,0,600,8,203,0
430,Kurganskaa oblast_,Katajskaa,3,39,41,317,2,2,4,3,371,411,577,40,371,40,0,0,550,0,139,0
431,Kurganskaa oblast_,Katajskaa,1,17,6,69,1,0,0,0,92,94,116,2,92,2,0,0,100,0,6,0
432,Kurganskaa oblast_,Katajskaa,0,4,13,124,0,0,0,0,126,141,211,15,126,15,0,0,180,0,39,0
433,Kurganskaa oblast_,Katajskaa,0,4,10,67,0,1,0,0,78,82,112,4,78,4,0,0,100,0,18,0
434,Kurganskaa oblast_,Katajskaa,1,16,11,104,1,2,1,0,109,136,190,27,109,27,0,0,150,0,14,0
435,Kurganskaa oblast_,Katajskaa,1,30,15,241,2,2,1,1,273,293,418,21,273,21,0,0,350,1,56,0
436,Kurganskaa oblast_,Katajskaa,1,7,11,71,0,1,0,0,82,91,135,11,82,11,0,0,100,2,7,0
437,Kurganskaa oblast_,Katajskaa,0,16,13,102,0,2,1,2,129,136,185,9,129,9,0,0,150,2,12,0
438,Kurganskaa oblast_,Katajskaa,0,10,13,81,2,0,0,0,101,106,149,5,101,5,0,0,120,0,14,0
439,Kurganskaa oblast_,Katajskaa,1,12,11,100,0,0,1,1,122,126,216,5,122,5,0,0,200,1,73,0
440,Kurganskaa oblast_,Katajskaa,1,10,6,65,0,0,0,0,79,82,133,3,79,3,0,0,100,0,18,0
441,Kurganskaa oblast_,Katajskaa,1,46,29,226,1,2,1,1,279,307,464,35,279,35,0,0,400,7,86,0
450,Kurganskaa oblast_,Ketovskaa,6,154,81,623,15,10,6,8,860,903,1430,49,860,49,0,0,1400,6,491,0
451,Kurganskaa oblast_,Ketovskaa,9,103,66,405,10,5,3,4,581,605,995,28,581,28,0,0,1050,4,441,0
452,Kurganskaa oblast_,Ketovskaa,4,144,75,619,15,6,10,7,850,880,1601,37,850,37,0,0,1600,7,713,0
453,Kurganskaa oblast_,Ketovskaa,10,131,89,563,8,2,5,7,790,815,1405,28,790,28,0,0,1400,3,582,0
454,Kurganskaa oblast_,Ketovskaa,6,147,76,662,10,8,11,7,862,927,1372,75,862,75,0,0,1300,10,363,0
455,Kurganskaa oblast_,Ketovskaa,4,63,32,283,3,7,4,4,395,400,725,9,395,9,0,0,700,4,296,0
456,Kurganskaa oblast_,Ketovskaa,8,120,51,377,9,4,2,6,578,577,763,7,578,7,0,0,730,8,145,0
457,Kurganskaa oblast_,Ketovskaa,2,153,63,544,9,7,7,10,776,795,1148,22,776,22,0,0,1100,3,302,0
458,Kurganskaa oblast_,Ketovskaa,1,101,46,358,4,3,3,3,513,519,828,12,513,12,0,0,800,6,275,0
459,Kurganskaa oblast_,Ketovskaa,3,33,45,260,1,5,1,3,327,351,581,24,327,24,0,0,550,0,199,0
460,Kurganskaa oblast_,Ketovskaa,2,73,48,250,5,3,3,0,308,384,618,78,308,78,0,0,550,2,164,0
461,Kurganskaa oblast_,Ketovskaa,2,63,47,407,4,4,1,1,488,529,802,43,488,43,0,0,800,2,269,0
462,Kurganskaa oblast_,Ketovskaa,3,38,27,193,3,2,0,1,237,267,419,30,237,30,0,0,400,0,133,0
463,Kurganskaa oblast_,Ketovskaa,4,71,63,534,8,2,2,2,621,686,1125,68,621,68,0,0,1100,3,411,0
464,Kurganskaa oblast_,Ketovskaa,1,30,44,262,1,4,1,0,301,343,477,43,301,43,0,0,450,1,106,0
465,Kurganskaa oblast_,Ketovskaa,1,28,58,248,2,1,0,1,309,339,541,32,309,32,0,0,550,2,209,0
466,Kurganskaa oblast_,Ketovskaa,2,49,31,227,3,0,1,1,276,314,508,41,276,41,0,0,500,3,183,0
467,Kurganskaa oblast_,Ketovskaa,2,8,36,181,1,1,0,2,211,231,333,20,211,20,0,0,320,0,89,0
468,Kurganskaa oblast_,Ketovskaa,0,62,50,456,5,1,3,2,521,579,816,62,521,62,0,0,800,4,217,0
469,Kurganskaa oblast_,Ketovskaa,2,42,36,219,8,1,2,2,286,312,596,31,286,31,0,0,550,5,233,0
470,Kurganskaa oblast_,Ketovskaa,2,38,46,363,4,3,2,0,437,458,668,23,437,23,0,0,650,2,190,0
471,Kurganskaa oblast_,Ketovskaa,5,91,68,546,7,2,1,3,688,723,1164,40,688,40,0,0,1100,5,372,0
472,Kurganskaa oblast_,Ketovskaa,0,13,25,134,2,2,3,0,161,179,240,19,161,19,0,0,220,1,40,0
473,Kurganskaa oblast_,Ketovskaa,0,23,20,101,0,0,1,0,131,145,235,15,131,15,0,0,230,1,84,0
474,Kurganskaa oblast_,Ketovskaa,2,14,20,103,0,0,1,1,136,141,273,6,136,6,0,0,260,1,118,0
475,Kurganskaa oblast_,Ketovskaa,2,84,53,409,2,5,3,1,516,559,929,47,516,47,0,0,900,4,337,0
476,Kurganskaa oblast_,Ketovskaa,0,11,11,141,0,0,0,0,156,163,246,7,156,7,0,0,240,0,77,0
477,Kurganskaa oblast_,Ketovskaa,5,137,90,668,10,11,1,5,898,927,1734,37,898,37,0,0,1700,8,765,0
478,Kurganskaa oblast_,Ketovskaa,0,28,25,158,2,1,0,1,207,215,365,9,207,9,0,0,350,1,134,0
479,Kurganskaa oblast_,Ketovskaa,10,230,153,954,18,17,4,8,1350,1394,2451,57,1350,57,0,0,2400,13,993,0
480,Kurganskaa oblast_,Ketovskaa,8,145,82,726,12,6,7,8,947,994,1721,56,947,56,0,0,1700,9,697,0
481,Kurganskaa oblast_,Ketovskaa,1,14,10,48,2,0,0,1,76,76,132,0,76,0,0,0,130,0,54,0
482,Kurganskaa oblast_,Ketovskaa,0,10,24,177,1,0,0,0,159,212,299,54,159,54,0,0,300,1,87,0
483,Kurganskaa oblast_,Ketovskaa,1,113,116,698,10,10,4,2,899,954,2048,71,899,71,0,0,2000,16,1030,0
484,Kurganskaa oblast_,Ketovskaa,9,127,75,654,9,5,4,1,849,884,1416,41,849,41,0,0,1400,6,510,0
485,Kurganskaa oblast_,Ketovskaa,1,27,25,203,1,4,0,1,252,262,435,16,252,16,0,0,420,6,152,0
486,Kurganskaa oblast_,Ketovskaa,4,50,33,283,1,6,0,0,370,377,601,9,370,9,0,0,550,2,171,0
487,Kurganskaa oblast_,Ketovskaa,0,7,9,75,0,1,2,0,85,94,156,10,85,10,0,0,160,1,65,0
488,Kurganskaa oblast_,Ketovskaa,2,97,103,641,5,6,2,4,822,860,1681,53,822,53,0,0,1700,15,825,0
489,Kurganskaa oblast_,Ketovskaa,0,12,7,64,1,0,0,0,82,84,138,3,82,3,0,0,130,1,45,0
490,Kurganskaa oblast_,Ketovskaa,4,80,104,650,5,5,1,4,737,853,1610,128,737,128,0,0,1500,12,635,0
491,Kurganskaa oblast_,Ketovskaa,3,81,58,373,11,2,1,0,518,529,814,17,518,17,0,0,800,6,265,0
492,Kurganskaa oblast_,Ketovskaa,5,100,57,451,2,2,3,1,549,621,1021,73,549,73,0,0,1000,1,378,0
493,Kurganskaa oblast_,Ketovskaa,4,10,7,105,1,2,0,0,96,129,248,33,96,33,0,0,250,0,121,0
494,Kurganskaa oblast_,Ketovskaa,4,48,13,143,0,1,0,0,198,209,414,16,198,16,0,0,400,5,186,0
495,Kurganskaa oblast_,Ketovskaa,2,44,50,252,2,3,2,0,330,355,473,28,330,28,0,0,450,3,92,0
496,Kurganskaa oblast_,Ketovskaa,0,28,48,252,4,2,1,0,316,335,481,22,316,22,0,0,450,3,112,0
497,Kurganskaa oblast_,Ketovskaa,7,86,90,409,5,6,0,1,538,604,1085,69,538,69,0,0,1000,3,393,0
498,Kurganskaa oblast_,Ketovskaa,2,8,18,194,2,2,1,0,161,227,361,69,161,69,0,0,350,3,120,0
499,Kurganskaa oblast_,Ketovskaa,11,146,90,970,7,7,5,3,1127,1239,2098,123,1127,123,0,0,2100,11,850,0
501,Kurganskaa oblast_,Ketovskaa,0,4,10,45,0,0,0,0,55,59,90,4,55,4,0,0,90,0,31,0
559,Kurganskaa oblast_,Ketovskaa,0,86,39,277,5,3,0,6,412,416,612,7,412,7,0,0,600,3,181,0
1,Kurganskaa oblast_,Vostocnaa,2,70,41,378,6,2,4,1,505,504,1279,5,505,5,0,0,1250,6,740,0
2,Kurganskaa oblast_,Vostocnaa,4,73,61,376,7,2,3,4,526,530,1208,10,526,10,0,0,1200,6,664,0
3,Kurganskaa oblast_,Vostocnaa,7,75,58,381,8,3,4,6,530,542,1160,13,530,13,0,0,1150,1,607,0
4,Kurganskaa oblast_,Vostocnaa,8,92,87,476,7,3,3,1,670,677,1436,12,671,12,0,0,1450,5,767,0
5,Kurganskaa oblast_,Vostocnaa,2,32,42,240,6,3,0,1,308,326,681,22,308,22,0,0,650,4,320,0
6,Kurganskaa oblast_,Vostocnaa,3,98,72,374,4,3,0,4,546,558,1328,18,546,18,0,0,1300,6,736,0
7,Kurganskaa oblast_,Vostocnaa,7,115,83,570,9,5,4,4,779,797,1544,24,779,24,0,0,1550,6,747,0
8,Kurganskaa oblast_,Vostocnaa,4,102,110,568,6,3,2,3,771,798,1922,31,771,31,0,0,1800,4,998,0
9,Kurganskaa oblast_,Vostocnaa,3,96,88,627,6,11,6,3,829,840,1986,19,829,19,0,0,1900,8,1052,0
10,Kurganskaa oblast_,Vostocnaa,6,85,56,385,11,10,2,4,555,559,1175,8,555,8,0,0,1100,4,537,0
11,Kurganskaa oblast_,Vostocnaa,8,151,106,772,11,6,6,14,1041,1074,1929,42,1041,42,0,0,1900,9,817,0
12,Kurganskaa oblast_,Vostocnaa,10,180,83,839,11,9,8,8,1096,1148,1926,64,1096,64,0,0,1950,12,790,0
13,Kurganskaa oblast_,Vostocnaa,7,150,109,697,12,11,8,9,952,1003,1943,62,952,62,0,0,2000,11,986,0
14,Kurganskaa oblast_,Vostocnaa,15,226,98,996,27,11,12,10,1370,1395,2295,37,1370,37,0,0,2350,12,943,0
15,Kurganskaa oblast_,Vostocnaa,6,141,92,666,13,8,6,9,921,941,1694,25,921,25,0,0,1700,5,754,0
16,Kurganskaa oblast_,Vostocnaa,8,183,97,879,28,6,12,14,1189,1227,1950,45,1189,45,0,0,2000,7,766,0
17,Kurganskaa oblast_,Vostocnaa,5,188,66,831,21,11,6,18,1100,1146,1819,53,1100,53,0,0,1800,7,647,0
18,Kurganskaa oblast_,Vostocnaa,11,300,120,1135,28,16,25,13,1623,1648,2518,37,1624,37,0,0,2500,12,839,0
19,Kurganskaa oblast_,Vostocnaa,6,187,93,751,25,8,11,6,1076,1087,1770,22,1077,22,0,0,1750,11,651,0
20,Kurganskaa oblast_,Vostocnaa,13,206,104,929,18,3,14,16,1266,1303,2116,47,1266,47,0,0,2150,10,837,0
21,Kurganskaa oblast_,Vostocnaa,7,143,59,631,18,13,6,7,818,884,1388,69,818,69,0,0,1350,3,463,0
22,Kurganskaa oblast_,Vostocnaa,8,152,65,738,19,7,8,21,984,1018,1609,43,984,43,0,0,1600,9,573,0
23,Kurganskaa oblast_,Vostocnaa,13,161,79,751,17,5,14,12,1033,1052,1773,26,1033,26,0,0,1800,7,741,0
24,Kurganskaa oblast_,Vostocnaa,9,196,79,847,40,5,15,15,1175,1206,1958,36,1175,36,0,0,1950,5,739,0
25,Kurganskaa oblast_,Vostocnaa,7,174,67,689,14,10,8,10,955,979,1650,36,955,36,0,0,1600,12,609,0
26,Kurganskaa oblast_,Vostocnaa,7,119,52,526,12,6,7,12,725,741,1179,18,725,18,0,0,1150,2,407,0
27,Kurganskaa oblast_,Vostocnaa,6,112,49,549,17,9,7,13,731,762,1271,38,731,38,0,0,1250,7,481,0
28,Kurganskaa oblast_,Vostocnaa,8,158,77,782,40,15,10,20,1081,1110,1700,42,1081,42,0,0,1650,13,527,0
29,Kurganskaa oblast_,Vostocnaa,8,194,95,898,27,6,8,15,1207,1251,2195,52,1207,52,0,0,2200,8,941,0
30,Kurganskaa oblast_,Vostocnaa,3,116,44,390,12,1,11,7,570,584,1013,20,570,20,0,0,1000,6,410,0
31,Kurganskaa oblast_,Vostocnaa,10,163,106,852,27,5,10,11,1159,1184,2107,41,1159,41,0,0,2100,16,900,0
32,Kurganskaa oblast_,Vostocnaa,8,130,90,804,14,7,10,17,1041,1080,1929,48,1041,48,0,0,1900,9,811,0
33,Kurganskaa oblast_,Vostocnaa,2,101,65,583,13,4,4,3,748,775,1587,33,748,33,0,0,1550,6,769,0
34,Kurganskaa oblast_,Vostocnaa,5,139,95,684,14,9,7,9,941,962,1707,31,942,31,0,0,1700,10,727,0
35,Kurganskaa oblast_,Vostocnaa,5,131,104,732,13,11,6,8,997,1010,2365,28,997,28,0,0,2250,15,1225,0
36,Kurganskaa oblast_,Vostocnaa,6,139,92,648,15,4,4,8,878,916,1830,40,878,40,0,0,1800,2,882,0
37,Kurganskaa oblast_,Vostocnaa,1,23,27,176,0,1,0,1,196,229,801,35,196,35,0,0,800,2,569,0
38,Kurganskaa oblast_,Vostocnaa,5,135,55,572,18,9,15,10,816,819,1811,9,816,9,0,0,1650,6,825,0
39,Kurganskaa oblast_,Vostocnaa,1,139,84,775,14,7,8,0,1020,1028,1910,18,1020,18,0,0,1800,10,762,0
40,Kurganskaa oblast_,Vostocnaa,8,166,80,603,8,4,6,2,856,877,1727,30,856,30,0,0,1700,9,814,0
41,Kurganskaa oblast_,Vostocnaa,4,102,85,539,7,5,10,4,728,756,1476,39,728,39,0,0,1450,11,683,0
42,Kurganskaa oblast_,Vostocnaa,3,145,113,940,12,6,8,7,1208,1234,2293,41,1208,41,0,0,2250,15,1001,0
43,Kurganskaa oblast_,Vostocnaa,5,85,83,549,13,4,4,9,730,752,1259,30,731,30,0,0,1250,8,489,0
44,Kurganskaa oblast_,Vostocnaa,9,143,101,820,16,6,5,6,1088,1106,1862,29,1088,29,0,0,1850,11,733,0
45,Kurganskaa oblast_,Vostocnaa,7,113,78,665,6,6,8,9,870,892,1917,28,870,28,0,0,1900,6,1002,0
46,Kurganskaa oblast_,Vostocnaa,5,128,98,687,15,8,4,2,920,947,2193,35,920,35,0,0,2150,8,1195,0
47,Kurganskaa oblast_,Vostocnaa,2,149,103,707,14,7,6,6,985,994,1951,24,985,24,0,0,1950,15,941,0
48,Kurganskaa oblast_,Vostocnaa,7,137,112,920,11,12,10,7,1194,1216,2148,35,1194,35,0,0,2150,13,921,0
49,Kurganskaa oblast_,Vostocnaa,10,160,116,865,14,8,6,9,1015,1188,2051,183,1015,183,0,0,1850,10,652,0
50,Kurganskaa oblast_,Vostocnaa,16,206,120,820,16,5,3,7,1166,1193,2199,35,1168,35,0,0,2000,8,797,0
51,Kurganskaa oblast_,Vostocnaa,4,186,103,857,15,12,7,7,1163,1191,2281,41,1163,41,0,0,2300,13,1096,0
52,Kurganskaa oblast_,Vostocnaa,5,168,109,898,12,10,9,9,1199,1220,2120,36,1199,36,0,0,2000,15,765,0
53,Kurganskaa oblast_,Vostocnaa,8,133,106,777,12,9,2,9,1019,1056,1887,43,1020,43,0,0,1900,6,837,0
74,Kurganskaa oblast_,Vostocnaa,10,97,87,526,6,7,7,3,731,743,1705,22,732,22,0,0,1700,10,946,0
75,Kurganskaa oblast_,Vostocnaa,7,110,90,569,15,1,4,4,779,800,1454,28,779,28,0,0,1450,7,643,0
117,Kurganskaa oblast_,Vostocnaa,10,161,58,655,9,5,15,15,901,928,1273,33,901,33,0,0,1300,6,366,0
118,Kurganskaa oblast_,Vostocnaa,14,212,77,1020,29,8,13,20,1364,1393,2036,36,1364,36,0,0,1850,7,450,0
119,Kurganskaa oblast_,Vostocnaa,7,154,91,803,24,9,9,19,1031,1116,1823,91,1031,91,0,0,1850,6,728,0
120,Kurganskaa oblast_,Vostocnaa,10,189,81,804,20,5,15,22,1091,1146,1893,68,1092,68,0,0,1900,13,740,0
