TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
0,1,0,0,106,0,0,11236,0,-63.84648146,-33.05104480,797,61.76,106.00,11236.00,3,170.760,29158.9776,18100.5600,0.000,170.760,0.000,0.000,29158.978,0.000,2.18,4.75,231.08,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,106,0,0,11236,0,-63.84641061,-33.05105690,798,60.27,106.00,11236.00,3,168.700,28459.6900,17882.2000,0.000,168.700,0.000,0.000,28459.690,0.000,2.18,4.75,231.08,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,106,0,0,11236,0,-63.84633975,-33.05106900,799,57.56,106.00,11236.00,3,170.720,29145.3184,18096.3200,0.000,170.720,0.000,0.000,29145.318,0.000,2.18,4.75,231.08,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,106,0,0,11236,0,-63.84626890,-33.05108110,800,53.58,106.00,11236.00,3,168.480,28385.5104,17858.8800,0.000,168.480,0.000,0.000,28385.510,0.000,2.18,4.75,231.08,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,106,0,0,11236,0,-63.84619805,-33.05109320,801,57.83,106.00,11236.00,3,186.960,34954.0416,19817.7600,0.000,186.960,0.000,0.000,34954.042,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84612720,-33.05110529,802,58.87,106.00,11236.00,3,189.660,35970.9156,20103.9600,0.000,189.660,0.000,0.000,35970.916,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84605635,-33.05111739,803,63.13,106.00,11236.00,3,182.980,33481.6804,19395.8800,0.000,182.980,0.000,0.000,33481.680,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84598549,-33.05112949,804,60.62,106.00,11236.00,3,186.970,34957.7809,19818.8200,0.000,186.970,0.000,0.000,34957.781,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84591464,-33.05114159,805,60.66,106.00,11236.00,3,186.340,34722.5956,19752.0400,0.000,186.340,0.000,0.000,34722.596,0.000,2.13,4.54,225.78,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,106,0,0,11236,0,-63.84584379,-33.05115369,806,62.49,106.00,11236.00,3,185.480,34402.8304,19660.8800,0.000,185.480,0.000,0.000,34402.830,0.000,2.11,4.45,223.66,0.00,2.11,0.00,0.00,4.45,0.00
0,1,0,0,106,0,0,11236,0,-63.84577294,-33.05116578,807,58.77,106.00,11236.00,3,190.330,36225.5089,20174.9800,0.000,190.330,0.000,0.000,36225.509,0.000,2.11,4.45,223.66,0.00,2.11,0.00,0.00,4.45,0.00
0,1,0,0,106,0,0,11236,0,-63.84570209,-33.05117788,808,54.97,106.00,11236.00,3,192.020,36871.6804,20354.1200,0.000,192.020,0.000,0.000,36871.680,0.000,2.13,4.54,225.78,0.00,2.13,0.00,0.00,4.54,0.00
0,1,0,0,106,0,0,11236,0,-63.84563123,-33.05118998,809,63.94,106.00,11236.00,3,181.120,32804.4544,19198.7200,0.000,181.120,0.000,0.000,32804.454,0.000,2.14,4.58,226.84,0.00,2.14,0.00,0.00,4.58,0.00
0,1,0,0,106,0,0,11236,0,-63.84556038,-33.05120208,810,71.51,106.00,11236.00,3,180.530,32591.0809,19136.1800,0.000,180.530,0.000,0.000,32591.081,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84548953,-33.05121417,811,52.78,106.00,11236.00,3,172.480,29749.3504,18282.8800,0.000,172.480,0.000,0.000,29749.350,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84541868,-33.05122627,812,53.27,106.00,11236.00,3,181.120,32804.4544,19198.7200,0.000,181.120,0.000,0.000,32804.454,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84534782,-33.05123837,813,52.09,106.00,11236.00,3,190.540,36305.4916,20197.2400,0.000,190.540,0.000,0.000,36305.492,0.000,2.15,4.62,227.90,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,106,0,0,11236,0,-63.84527697,-33.05125047,814,54.04,106.00,11236.00,3,186.540,34797.1716,19773.2400,0.000,186.540,0.000,0.000,34797.172,0.000,2.16,4.67,228.96,0.00,2.16,0.00,0.00,4.67,0.00
1,0,0,106,0,0,11236,0,0,-63.84520612,-33.05126256,815,56.53,106.00,11236.00,2,180.630,32627.1969,19146.7800,180.630,0.000,0.000,32627.197,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84513527,-33.05127466,816,56.36,106.00,11236.00,2,189.030,35732.3409,20037.1800,189.030,0.000,0.000,35732.341,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84506441,-33.05128676,817,54.07,106.00,11236.00,2,183.760,33767.7376,19478.5600,183.760,0.000,0.000,33767.738,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84499356,-33.05129886,818,58.53,106.00,11236.00,2,182.840,33430.4656,19381.0400,182.840,0.000,0.000,33430.466,0.000,0.000,2.18,4.75,231.08,2.18,0.00,0.00,4.75,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84492271,-33.05131095,819,63.95,106.00,11236.00,2,174.670,30509.6089,18515.0200,174.670,0.000,0.000,30509.609,0.000,0.000,2.20,4.84,233.20,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84485186,-33.05132305,820,60.34,106.00,11236.00,2,171.320,29350.5424,18159.9200,171.320,0.000,0.000,29350.542,0.000,0.000,2.20,4.84,233.20,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84478101,-33.05133515,821,64.37,106.00,11236.00,2,173.950,30258.6025,18438.7000,173.950,0.000,0.000,30258.603,0.000,0.000,2.20,4.84,233.20,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84471015,-33.05134724,822,63.82,106.00,11236.00,2,169.250,28645.5625,17940.5000,169.250,0.000,0.000,28645.563,0.000,0.000,2.20,4.84,233.20,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84463930,-33.05135934,823,66.87,106.00,11236.00,2,165.950,27539.4025,17590.7000,165.950,0.000,0.000,27539.403,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84456845,-33.05137144,824,71.19,106.00,11236.00,2,166.580,27748.8964,17657.4800,166.580,0.000,0.000,27748.896,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84449760,-33.05138354,825,70.34,106.00,11236.00,2,167.520,28062.9504,17757.1200,167.520,0.000,0.000,28062.950,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84442674,-33.05139563,826,70.50,106.00,11236.00,2,167.370,28012.7169,17741.2200,167.370,0.000,0.000,28012.717,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84435589,-33.05140773,827,65.44,106.00,11236.00,2,173.180,29991.3124,18357.0800,173.180,0.000,0.000,29991.312,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84428504,-33.05141983,828,71.57,106.00,11236.00,2,172.800,29859.8400,18316.8000,172.800,0.000,0.000,29859.840,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84421419,-33.05143192,829,70.90,106.00,11236.00,2,168.850,28510.3225,17898.1000,168.850,0.000,0.000,28510.322,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84414333,-33.05144402,830,68.17,106.00,11236.00,2,169.680,28791.3024,17986.0800,169.680,0.000,0.000,28791.302,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84407248,-33.05145612,831,67.08,106.00,11236.00,2,165.530,27400.1809,17546.1800,165.530,0.000,0.000,27400.181,0.000,0.000,2.17,4.71,230.02,2.17,0.00,0.00,4.71,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84400163,-33.05146821,832,64.78,106.00,11236.00,2,166.270,27645.7129,17624.6200,166.270,0.000,0.000,27645.713,0.000,0.000,2.18,4.75,231.08,2.18,0.00,0.00,4.75,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84393077,-33.05148031,833,66.58,106.00,11236.00,2,166.120,27595.8544,17608.7200,166.120,0.000,0.000,27595.854,0.000,0.000,2.18,4.75,231.08,2.18,0.00,0.00,4.75,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84385992,-33.05149241,834,69.19,106.00,11236.00,2,169.020,28567.7604,17916.1200,169.020,0.000,0.000,28567.760,0.000,0.000,2.20,4.84,233.20,2.20,0.00,0.00,4.84,0.00,0.00
1,0,0,106,0,0,11236,0,0,-63.84378907,-33.05150450,835,68.56,106.00,11236.00,2,171.360,29364.2496,18164.1600,171.360,0.000,0.000,29364.250,0.000,0.000,2.23,4.97,236.38,2.23,0.00,0.00,4.97,0.00,0.00
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84371822,-33.05151660,836,68.13,106.00,11236.00,1,167.850,28173.6225,17792.1000,-167.850,-167.850,-167.850,-28173.623,-28173.623,-28173.623,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84364736,-33.05152870,837,73.00,106.00,11236.00,1,165.600,27423.3600,17553.6000,-165.600,-165.600,-165.600,-27423.360,-27423.360,-27423.360,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84357651,-33.05154079,838,78.17,106.00,11236.00,1,164.710,27129.3841,17459.2600,-164.710,-164.710,-164.710,-27129.384,-27129.384,-27129.384,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84350566,-33.05155289,839,68.31,106.00,11236.00,1,164.080,26922.2464,17392.4800,-164.080,-164.080,-164.080,-26922.246,-26922.246,-26922.246,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84343481,-33.05156499,840,66.97,106.00,11236.00,1,170.080,28927.2064,18028.4800,-170.080,-170.080,-170.080,-28927.206,-28927.206,-28927.206,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84336395,-33.05157708,841,68.71,106.00,11236.00,1,163.310,26670.1561,17310.8600,-163.310,-163.310,-163.310,-26670.156,-26670.156,-26670.156,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84329310,-33.05158918,842,67.39,106.00,11236.00,1,160.270,25686.4729,16988.6200,-160.270,-160.270,-160.270,-25686.473,-25686.473,-25686.473,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84322225,-33.05160127,843,68.58,106.00,11236.00,1,171.780,29508.3684,18208.6800,-171.780,-171.780,-171.780,-29508.368,-29508.368,-29508.368,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84315139,-33.05161337,844,73.59,106.00,11236.00,1,162.420,26380.2564,17216.5200,-162.420,-162.420,-162.420,-26380.256,-26380.256,-26380.256,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84308054,-33.05162547,845,67.88,106.00,11236.00,1,160.290,25692.8841,16990.7400,-160.290,-160.290,-160.290,-25692.884,-25692.884,-25692.884,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84300969,-33.05163756,846,68.66,106.00,11236.00,1,157.630,24847.2169,16708.7800,-157.630,-157.630,-157.630,-24847.217,-24847.217,-24847.217,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84293884,-33.05164966,847,68.99,106.00,11236.00,1,165.300,27324.0900,17521.8000,-165.300,-165.300,-165.300,-27324.090,-27324.090,-27324.090,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84286798,-33.05166176,848,71.13,106.00,11236.00,1,165.300,27324.0900,17521.8000,-165.300,-165.300,-165.300,-27324.090,-27324.090,-27324.090,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84279713,-33.05167385,849,75.15,106.00,11236.00,1,166.440,27702.2736,17642.6400,-166.440,-166.440,-166.440,-27702.274,-27702.274,-27702.274,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84272628,-33.05168595,850,73.28,106.00,11236.00,1,165.930,27532.7649,17588.5800,-165.930,-165.930,-165.930,-27532.765,-27532.765,-27532.765,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84265542,-33.05169804,851,73.39,106.00,11236.00,1,165.430,27367.0849,17535.5800,-165.430,-165.430,-165.430,-27367.085,-27367.085,-27367.085,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84258457,-33.05171014,852,73.54,106.00,11236.00,1,172.950,29911.7025,18332.7000,-172.950,-172.950,-172.950,-29911.702,-29911.702,-29911.702,2.17,4.71,230.02,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84251372,-33.05172224,853,74.31,106.00,11236.00,1,182.230,33207.7729,19316.3800,-182.230,-182.230,-182.230,-33207.773,-33207.773,-33207.773,2.15,4.62,227.90,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84244286,-33.05173433,854,78.41,106.00,11236.00,1,178.860,31990.8996,18959.1600,-178.860,-178.860,-178.860,-31990.900,-31990.900,-31990.900,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84237201,-33.05174643,855,81.56,106.00,11236.00,1,167.170,27945.8089,17720.0200,-167.170,-167.170,-167.170,-27945.809,-27945.809,-27945.809,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84230116,-33.05175852,856,84.71,106.00,11236.00,1,167.850,28173.6225,17792.1000,-167.850,-167.850,-167.850,-28173.623,-28173.623,-28173.623,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84223030,-33.05177062,857,79.30,106.00,11236.00,1,168.240,28304.6976,17833.4400,-168.240,-168.240,-168.240,-28304.698,-28304.698,-28304.698,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84215945,-33.05178271,858,78.57,106.00,11236.00,1,164.550,27076.7025,17442.3000,-164.550,-164.550,-164.550,-27076.702,-27076.702,-27076.702,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84208860,-33.05179481,859,80.62,106.00,11236.00,1,169.480,28723.4704,17964.8800,-169.480,-169.480,-169.480,-28723.470,-28723.470,-28723.470,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84201774,-33.05180691,860,78.75,106.00,11236.00,1,169.250,28645.5625,17940.5000,-169.250,-169.250,-169.250,-28645.563,-28645.563,-28645.563,2.14,4.58,226.84,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
-1,-1,-1,-106,-106,-106,-11236,-11236,-11236,-63.84194689,-33.05181900,861,75.82,106.00,11236.00,1,166.130,27599.1769,17609.7800,-166.130,-166.130,-166.130,-27599.177,-27599.177,-27599.177,2.14,4.58,226.84,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
0,0,1,0,0,0,0,0,0,-63.84873434,-33.05059798,862,72.83,0.00,0.00,4,176.510,31155.7801,0.0000,0.000,0.000,176.510,0.000,0.000,31155.780,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84866349,-33.05061008,863,65.55,0.00,0.00,4,171.360,29364.2496,0.0000,0.000,0.000,171.360,0.000,0.000,29364.250,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84859264,-33.05062218,864,67.33,0.00,0.00,4,166.140,27602.4996,0.0000,0.000,0.000,166.140,0.000,0.000,27602.500,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84852179,-33.05063428,865,71.46,0.00,0.00,4,166.400,27688.9600,0.0000,0.000,0.000,166.400,0.000,0.000,27688.960,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84845094,-33.05064637,866,65.74,0.00,0.00,4,168.970,28550.8609,0.0000,0.000,0.000,168.970,0.000,0.000,28550.861,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84838009,-33.05065847,867,64.11,0.00,0.00,4,168.830,28503.5689,0.0000,0.000,0.000,168.830,0.000,0.000,28503.569,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84830924,-33.05067057,868,60.06,0.00,0.00,4,174.140,30324.7396,0.0000,0.000,0.000,174.140,0.000,0.000,30324.740,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84823838,-33.05068267,869,64.46,0.00,0.00,4,173.220,30005.1684,0.0000,0.000,0.000,173.220,0.000,0.000,30005.168,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84816753,-33.05069477,870,62.33,0.00,0.00,4,174.740,30534.0676,0.0000,0.000,0.000,174.740,0.000,0.000,30534.068,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84809668,-33.05070687,871,57.87,0.00,0.00,4,175.960,30961.9216,0.0000,0.000,0.000,175.960,0.000,0.000,30961.922,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84802583,-33.05071897,872,59.06,0.00,0.00,4,171.660,29467.1556,0.0000,0.000,0.000,171.660,0.000,0.000,29467.156,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84795498,-33.05073107,873,62.26,0.00,0.00,4,168.440,28372.0336,0.0000,0.000,0.000,168.440,0.000,0.000,28372.034,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84788413,-33.05074317,874,62.73,0.00,0.00,4,169.030,28571.1409,0.0000,0.000,0.000,169.030,0.000,0.000,28571.141,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84781328,-33.05075527,875,62.16,0.00,0.00,4,172.800,29859.8400,0.0000,0.000,0.000,172.800,0.000,0.000,29859.840,2.19,4.80,0.00,0.00,0.00,2.19,0.00,0.00,4.80
0,0,1,0,0,0,0,0,0,-63.84774242,-33.05076736,876,60.04,0.00,0.00,4,174.050,30293.4025,0.0000,0.000,0.000,174.050,0.000,0.000,30293.403,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84767157,-33.05077946,877,61.44,0.00,0.00,4,173.220,30005.1684,0.0000,0.000,0.000,173.220,0.000,0.000,30005.168,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84760072,-33.05079156,878,62.88,0.00,0.00,4,174.950,30607.5025,0.0000,0.000,0.000,174.950,0.000,0.000,30607.502,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84752987,-33.05080366,879,59.97,0.00,0.00,4,171.740,29494.6276,0.0000,0.000,0.000,171.740,0.000,0.000,29494.628,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84745902,-33.05081576,880,57.84,0.00,0.00,4,173.860,30227.2996,0.0000,0.000,0.000,173.860,0.000,0.000,30227.300,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84738817,-33.05082786,881,59.19,0.00,0.00,4,176.950,31311.3025,0.0000,0.000,0.000,176.950,0.000,0.000,31311.303,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84731731,-33.05083996,882,56.47,0.00,0.00,4,179.330,32159.2489,0.0000,0.000,0.000,179.330,0.000,0.000,32159.249,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84724646,-33.05085206,883,54.54,0.00,0.00,4,177.690,31573.7361,0.0000,0.000,0.000,177.690,0.000,0.000,31573.736,2.18,4.75,0.00,0.00,0.00,2.18,0.00,0.00,4.75
0,0,1,0,0,0,0,0,0,-63.84717561,-33.05086415,884,53.63,0.00,0.00,4,169.350,28679.4225,0.0000,0.000,0.000,169.350,0.000,0.000,28679.423,2.20,4.84,0.00,0.00,0.00,2.20,0.00,0.00,4.84
0,0,1,0,0,0,0,0,0,-63.84710476,-33.05087625,885,52.35,0.00,0.00,4,172.780,29852.9284,0.0000,0.000,0.000,172.780,0.000,0.000,29852.928,2.22,4.93,0.00,0.00,0.00,2.22,0.00,0.00,4.93
0,0,1,0,0,0,0,0,0,-63.84703391,-33.05088835,886,51.39,0.00,0.00,4,176.530,31162.8409,0.0000,0.000,0.000,176.530,0.000,0.000,31162.841,2.24,5.02,0.00,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,0,0,0,0,-63.84696306,-33.05090045,887,52.45,0.00,0.00,4,177.110,31367.9521,0.0000,0.000,0.000,177.110,0.000,0.000,31367.952,2.24,5.02,0.00,0.00,0.00,2.24,0.00,0.00,5.02
0,0,1,0,0,0,0,0,0,-63.84689220,-33.05091255,888,55.89,0.00,0.00,4,179.630,32266.9369,0.0000,0.000,0.000,179.630,0.000,0.000,32266.937,2.23,4.97,0.00,0.00,0.00,2.23,0.00,0.00,4.97
0,0,1,0,0,0,0,0,0,-63.84682135,-33.05092465,889,55.67,0.00,0.00,4,176.810,31261.7761,0.0000,0.000,0.000,176.810,0.000,0.000,31261.776,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84675050,-33.05093674,890,54.25,0.00,0.00,4,173.860,30227.2996,0.0000,0.000,0.000,173.860,0.000,0.000,30227.300,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,0,1,0,0,0,0,0,0,-63.84667965,-33.05094884,891,56.62,0.00,0.00,4,181.390,32902.3321,0.0000,0.000,0.000,181.390,0.000,0.000,32902.332,2.21,4.88,0.00,0.00,0.00,2.21,0.00,0.00,4.88
0,1,0,0,0,0,0,0,0,-63.84660880,-33.05096094,892,48.82,0.00,0.00,3,182.390,33266.1121,0.0000,0.000,182.390,0.000,0.000,33266.112,0.000,2.21,4.88,0.00,0.00,2.21,0.00,0.00,4.88,0.00
0,1,0,0,0,0,0,0,0,-63.84653794,-33.05097304,893,48.32,0.00,0.00,3,175.830,30916.1889,0.0000,0.000,175.830,0.000,0.000,30916.189,0.000,2.18,4.75,0.00,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,0,0,0,0,0,-63.84646709,-33.05098514,894,45.63,0.00,0.00,3,169.050,28577.9025,0.0000,0.000,169.050,0.000,0.000,28577.903,0.000,2.18,4.75,0.00,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,0,0,0,0,0,-63.84639624,-33.05099723,895,46.62,0.00,0.00,3,168.310,28328.2561,0.0000,0.000,168.310,0.000,0.000,28328.256,0.000,2.18,4.75,0.00,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,0,0,0,0,0,-63.84632539,-33.05100933,896,47.29,0.00,0.00,3,166.250,27639.0625,0.0000,0.000,166.250,0.000,0.000,27639.063,0.000,2.18,4.75,0.00,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,0,0,0,0,0,-63.84625454,-33.05102143,897,47.60,0.00,0.00,3,171.830,29525.5489,0.0000,0.000,171.830,0.000,0.000,29525.549,0.000,2.18,4.75,0.00,0.00,2.18,0.00,0.00,4.75,0.00
0,1,0,0,0,0,0,0,0,-63.84618368,-33.05103353,898,49.58,0.00,0.00,3,190.440,36267.3936,0.0000,0.000,190.440,0.000,0.000,36267.394,0.000,2.15,4.62,0.00,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,0,0,0,0,0,-63.84611283,-33.05104563,899,46.66,0.00,0.00,3,188.760,35630.3376,0.0000,0.000,188.760,0.000,0.000,35630.338,0.000,2.15,4.62,0.00,0.00,2.15,0.00,0.00,4.62,0.00
0,1,0,0,0,0,0,0,0,-63.84604198,-33.05105772,900,44.28,0.00,0.00,3,190.590,36324.5481,0.0000,0.000,190.590,0.000,0.000,36324.548,0.000,2.15,4.62,0.00,0.00,2.15,0.00,0.00,4.62,0.00
